drug_a,drug_b,cell_line,synergy
4114,657237,RXF393,-170
11683,71384,CAKI-1,-170
11683,123631,CAKI-1,-170
5284616,2187,ACHN,-169
119182,644241,SN12C,-169
5329102,657237,RXF393,-169
3950,4212,TK10,-169
119182,3902,SN12C,-168
60749,123596,SN12C,-168
3011155,2187,ACHN,-168
644241,163659,786-0,-168
3950,4212,ACHN,-168
3011155,3902,SN12C,-167
60953,644241,SN12C,-167
2478,5799,CAKI-1,-167
9444,36314,SN12C,-166
9703,9444,A498,-166
657237,126941,TK10,-165
9941095,123596,RXF393,-165
2478,36314,RXF393,-165
9444,123596,A498,-164
3690,249332,RXF393,-164
5394,6252,RXF393,-164
3011155,667490,TK10,-164
11683,60198,CAKI-1,-164
406563,457193,ACHN,-164
148124,5394,TK10,-163
6442177,657237,RXF393,-163
451668,241902,RXF393,-162
4114,36314,RXF393,-162
5426,249332,CAKI-1,-162
249332,3902,RXF393,-162
406563,3011155,CAKI-1,-162
60749,163659,A498,-161
148121,457193,786-0,-161
9941095,644241,TK10,-160
406563,5311,RXF393,-160
163659,426756,CAKI-1,-159
4211,6252,RXF393,-159
60953,2187,ACHN,-159
104741,60953,RXF393,-159
5352062,5394,RXF393,-159
9444,2733525,A498,-158
3690,5790,A498,-158
3690,60749,RXF393,-158
2907,148124,RXF393,-158
5746,657237,RXF393,-158
4114,148124,ACHN,-158
5426,104842,RXF393,-158
60953,426756,786-0,-158
644241,5394,RXF393,-158
9703,444795,RXF393,-158
3690,5394,RXF393,-157
36462,135413520,TK10,-157
5311,644241,TK10,-157
406563,5284616,CAKI-1,-157
36314,119182,RXF393,-156
104842,36314,RXF393,-156
29327,5453,RXF393,-156
9444,36314,A498,-155
148124,644241,TK10,-155
9941095,426756,RXF393,-155
644241,2733525,786-0,-155
9444,457193,A498,-154
123608,5799,SN12C,-154
5746,9444,CAKI-1,-154
9444,123596,TK10,-153
60953,454216,SN12C,-153
3950,4212,A498,-153
4114,5935,RXF393,-152
387447,657237,A498,-152
104741,644241,RXF393,-152
148121,6252,786-0,-152
4842,3657,RXF393,-151
5746,667490,CAKI-1,-151
135398738,5799,A498,-151
3950,135413520,TK10,-151
123608,5453,RXF393,-150
454216,2662,CAKI-1,-150
4211,5329102,SN12C,-150
11683,452548,CAKI-1,-150
2478,5799,A498,-150
3385,5799,CAKI-1,-149
4842,9444,CAKI-1,-149
4211,5453,RXF393,-149
4211,644241,SN12C,-149
241902,457193,TK10,-149
5426,6252,RXF393,-149
104842,3011155,RXF393,-149
2187,644241,SN12C,-149
6442177,20279,RXF393,-149
406563,5329102,CAKI-1,-149
657237,126941,RXF393,-148
4114,148124,A498,-148
4114,148124,CAKI-1,-148
644241,123596,ACHN,-148
9703,126941,CAKI-1,-148
123608,5394,CAKI-1,-147
123608,241902,RXF393,-147
4842,36314,CAKI-1,-147
406563,457193,SN12C,-147
3950,4212,786-0,-147
3950,45055483,ACHN,-147
5746,5394,RXF393,-146
148124,36314,RXF393,-146
60953,20279,786-0,-146
2123,11683,CAKI-1,-145
119182,163659,A498,-145
60953,126941,A498,-145
644241,2187,ACHN,-145
406563,9941095,SN12C,-145
5284616,126941,RXF393,-144
2907,667490,RXF393,-144
4211,60953,SN12C,-144
148124,3902,RXF393,-144
3950,4212,CAKI-1,-144
3690,148124,CAKI-1,-143
4211,644241,ACHN,-143
241902,3902,CAKI-1,-143
119182,20279,786-0,-143
5311,2187,TK10,-143
123596,20279,SN12C,-143
406563,9941095,TK10,-143
3690,657237,RXF393,-142
6239,444795,A498,-142
4842,5394,RXF393,-142
135398738,62770,ACHN,-142
644241,5790,786-0,-142
406563,2733525,CAKI-1,-142
29327,148124,SN12C,-142
9444,104741,A498,-141
454216,3902,A498,-141
2907,20279,RXF393,-141
4114,148124,786-0,-141
5426,667490,RXF393,-141
387447,148124,A498,-141
60953,454216,ACHN,-141
60953,644241,ACHN,-141
9941095,2662,RXF393,-141
9444,657237,A498,-140
9444,60953,A498,-140
5284616,5394,RXF393,-140
2907,36314,CAKI-1,-140
9887053,126941,786-0,-140
104741,36314,RXF393,-140
104741,2662,RXF393,-140
6239,60749,CAKI-1,-139
2907,126941,SN12C,-139
5790,126941,A498,-139
4114,667490,RXF393,-139
119182,2662,786-0,-139
406563,2662,CAKI-1,-139
3950,45055483,RXF393,-139
9444,2733525,SN12C,-138
9444,5394,RXF393,-138
3385,135413520,TK10,-138
2907,126941,RXF393,-138
3011155,3657,SN12C,-138
3062316,5352062,RXF393,-138
406563,60749,SN12C,-138
9703,4211,RXF393,-138
3690,457193,A498,-137
5790,126941,TK10,-137
119182,5453,786-0,-137
387447,667490,A498,-137
3011155,2187,786-0,-137
2187,60953,A498,-137
9941095,123596,TK10,-137
406563,123596,TK10,-137
148121,444795,ACHN,-137
5394,3902,RXF393,-136
60749,644241,SN12C,-136
104741,6442177,CAKI-1,-136
126941,104842,CAKI-1,-136
5329102,457193,RXF393,-136
2123,62770,ACHN,-135
77082,5394,CAKI-1,-135
4114,126941,CAKI-1,-135
387447,6252,A498,-135
2187,60953,RXF393,-135
148121,119182,ACHN,-135
9703,60749,RXF393,-135
9444,644241,TK10,-134
451668,6252,RXF393,-134
6194,45055483,RXF393,-134
2578,457193,786-0,-134
119182,2187,786-0,-134
3011155,2187,RXF393,-134
3011155,123596,ACHN,-134
6442177,5790,RXF393,-134
657237,3902,RXF393,-133
4211,3902,SN12C,-133
60699,148124,786-0,-133
104842,644241,RXF393,-133
5311,3902,TK10,-133
148121,20279,TK10,-133
241902,657237,RXF393,-132
68740,36314,CAKI-1,-132
451668,444795,A498,-131
4211,36314,RXF393,-131
4114,20279,RXF393,-131
4114,241902,TK10,-131
241902,3902,SN12C,-131
119182,5394,SN12C,-131
11683,60198,RXF393,-131
6442177,36314,RXF393,-131
3950,216326,ACHN,-131
77082,249332,CAKI-1,-130
135401907,457193,CAKI-1,-130
123608,454216,786-0,-130
4842,126941,SN12C,-130
60749,2733525,786-0,-130
148124,426756,TK10,-130
387447,249332,A498,-130
2187,3902,CAKI-1,-130
3062316,5394,RXF393,-130
9941095,119182,RXF393,-130
2907,148124,CAKI-1,-129
4211,5284616,RXF393,-129
4114,249332,CAKI-1,-129
60749,3657,786-0,-129
3011155,426756,786-0,-129
68740,123596,CAKI-1,-129
406563,426756,CAKI-1,-129
2723601,11683,CAKI-1,-129
452548,135413520,TK10,-128
60749,4211,786-0,-128
5426,148124,SN12C,-128
387447,9444,A498,-128
5311,60953,TK10,-128
60953,644241,A498,-128
104741,60953,TK10,-128
2187,3902,A498,-128
644241,20279,786-0,-128
406563,457193,TK10,-128
72466,644241,CAKI-1,-127
5284616,123596,TK10,-127
2708,5799,CAKI-1,-127
5426,657237,A498,-127
5426,5453,A498,-127
3011155,123596,RXF393,-127
68740,104842,RXF393,-127
406563,123596,SN12C,-127
5329102,36314,RXF393,-127
443939,60953,CAKI-1,-126
2123,62770,CAKI-1,-126
4211,249332,SN12C,-126
2187,5394,RXF393,-126
9703,5799,A498,-126
123608,72466,RXF393,-125
123608,3657,RXF393,-125
135398738,62770,CAKI-1,-125
104741,5394,RXF393,-125
2187,123596,A498,-125
2662,126941,786-0,-125
644241,5394,SN12C,-125
9444,20279,A498,-124
9444,2187,SN12C,-124
9444,3902,TK10,-124
426756,126941,RXF393,-124
4211,3902,CAKI-1,-124
241902,644241,SN12C,-124
119182,457193,ACHN,-124
119182,123596,ACHN,-124
148124,241902,TK10,-124
3011155,5394,SN12C,-124
5311,5394,TK10,-124
11683,443939,RXF393,-124
104741,6442177,SN12C,-124
2187,5453,RXF393,-124
148121,5790,SN12C,-124
9444,5394,SN12C,-123
9444,6252,SN12C,-123
71384,216326,SN12C,-123
4842,457193,CAKI-1,-123
4114,126941,SN12C,-123
241902,5394,RXF393,-123
11683,216326,CAKI-1,-123
5352062,5394,SN12C,-123
9444,3902,RXF393,-122
3690,249332,CAKI-1,-122
2907,36314,RXF393,-122
9887053,454216,786-0,-122
6194,135413520,CAKI-1,-122
4211,644241,CAKI-1,-122
4114,4211,RXF393,-122
119182,3011155,RXF393,-122
119182,2187,ACHN,-122
5453,126941,RXF393,-122
60953,5394,RXF393,-122
60953,123596,ACHN,-122
104741,5329102,RXF393,-122
9444,3011155,TK10,-121
71384,135413520,TK10,-121
123608,20279,RXF393,-121
4212,135413520,TK10,-121
135398738,452548,CAKI-1,-121
135398738,11683,CAKI-1,-121
4114,241902,CAKI-1,-121
241902,3902,RXF393,-121
148124,457193,TK10,-121
387447,60749,A498,-121
3011155,644241,SN12C,-121
5311,644241,RXF393,-121
68740,60749,CAKI-1,-121
68740,644241,SN12C,-121
9941095,5453,RXF393,-121
451668,126941,RXF393,-120
451668,5935,A498,-120
135401907,444795,A498,-120
4842,667490,CAKI-1,-120
5746,454216,SN12C,-120
135398738,5799,RXF393,-120
6252,126941,TK10,-120
60953,2187,SN12C,-120
104741,3902,CAKI-1,-120
2478,5790,CAKI-1,-120
36314,3902,RXF393,-119
451668,148124,SN12C,-119
2907,60749,RXF393,-119
2907,6252,CAKI-1,-119
119182,644241,RXF393,-119
60749,123596,RXF393,-119
104741,60953,A498,-119
104741,60953,SN12C,-119
644241,2187,SN12C,-119
9444,3011155,RXF393,-118
3690,5799,ACHN,-118
2123,60198,ACHN,-118
6239,5453,CAKI-1,-118
123608,148124,RXF393,-118
5284616,644241,RXF393,-118
426756,249332,786-0,-118
5746,454216,TK10,-118
5746,5935,CAKI-1,-118
119182,667490,786-0,-118
3011155,5790,786-0,-118
3011155,123596,TK10,-118
5311,457193,TK10,-118
11683,216326,RXF393,-118
104741,5329102,CAKI-1,-118
2187,60953,SN12C,-118
126941,5329102,CAKI-1,-118
9941095,60953,RXF393,-118
9444,6252,A498,-117
9444,644241,SN12C,-117
443939,457193,RXF393,-117
451668,36314,TK10,-117
426756,2733525,RXF393,-117
2907,60749,CAKI-1,-117
4211,9941095,SN12C,-117
60749,5394,786-0,-117
249332,126941,TK10,-117
3011155,6252,RXF393,-117
60953,3902,SN12C,-117
5352062,2187,RXF393,-117
123608,249332,CAKI-1,-116
5746,454216,786-0,-116
60953,3011155,SN12C,-116
68740,5394,CAKI-1,-116
9703,20279,CAKI-1,-116
9703,657237,A498,-116
460612,11683,CAKI-1,-116
452548,216326,CAKI-1,-115
443939,249332,RXF393,-115
451668,126941,786-0,-115
123608,444795,A498,-115
454216,6252,SN12C,-115
2141,457193,A498,-115
119182,2187,RXF393,-115
60749,3011155,SN12C,-115
148124,104741,TK10,-115
2187,2662,A498,-115
68740,36314,RXF393,-115
68740,123596,SN12C,-115
2478,5284616,CAKI-1,-115
9703,77082,RXF393,-115
29327,148124,A498,-115
9444,2187,TK10,-114
3690,36314,SN12C,-114
444795,5453,RXF393,-114
36314,5394,TK10,-114
451668,457193,A498,-114
135398738,3950,ACHN,-114
119182,123596,SN12C,-114
249332,3902,TK10,-114
60953,123596,RXF393,-114
11683,60198,ACHN,-114
126941,3062316,CAKI-1,-114
9941095,657237,RXF393,-114
644241,249332,TK10,-114
644241,123596,RXF393,-114
406563,644241,RXF393,-114
460612,443939,CAKI-1,-114
3690,77082,RXF393,-113
36314,426756,TK10,-113
5284616,3902,SN12C,-113
644241,241902,786-0,-113
406563,60953,CAKI-1,-113
2478,72466,RXF393,-113
9703,20279,RXF393,-113
3690,148124,ACHN,-112
454216,9444,TK10,-112
454216,5790,TK10,-112
4842,5790,CAKI-1,-112
2708,45055483,RXF393,-112
6194,60198,ACHN,-112
57469,454216,A498,-112
119182,5394,RXF393,-112
2187,9941095,RXF393,-112
2187,5352062,RXF393,-112
406563,123596,RXF393,-112
5329102,5790,RXF393,-112
460612,135413520,SN12C,-112
5284616,657237,ACHN,-111
5790,126941,RXF393,-111
3657,5394,CAKI-1,-111
4211,2733525,RXF393,-111
148124,5394,RXF393,-111
3011155,3902,ACHN,-111
104741,426756,RXF393,-111
68740,60953,RXF393,-111
406563,5329102,786-0,-111
20279,126941,A498,-110
3690,4211,RXF393,-110
3690,126941,786-0,-110
443939,36314,CAKI-1,-110
36314,6252,TK10,-110
2123,60198,CAKI-1,-110
2141,126941,786-0,-110
119182,657237,TK10,-110
104842,5284616,RXF393,-110
3011155,5394,RXF393,-110
5311,3011155,TK10,-110
406563,5394,RXF393,-110
444795,249332,SN12C,-109
6239,104842,CAKI-1,-109
4211,657237,RXF393,-109
241902,644241,RXF393,-109
119182,3011155,SN12C,-109
119182,3902,RXF393,-109
60749,444795,TK10,-109
60749,60953,786-0,-109
3011155,2187,SN12C,-109
11683,5799,ACHN,-109
123596,657237,RXF393,-109
5329102,5352062,RXF393,-109
9703,20279,A498,-109
29327,119182,RXF393,-109
5799,123596,CAKI-1,-109
3690,249332,TK10,-108
77082,3902,A498,-108
5284616,3902,TK10,-108
5746,249332,RXF393,-108
3657,123596,CAKI-1,-108
60749,5394,SN12C,-108
2187,60953,CAKI-1,-108
644241,426756,RXF393,-108
406563,119182,A498,-108
406563,119182,SN12C,-108
36314,119182,TK10,-107
36314,3011155,A498,-107
5284616,123596,ACHN,-107
5284616,644241,TK10,-107
4842,20279,CAKI-1,-107
5790,3902,TK10,-107
4211,2662,RXF393,-107
241902,6442177,CAKI-1,-107
60749,5394,RXF393,-107
60749,104741,RXF393,-107
126941,104842,TK10,-107
644241,3902,SN12C,-107
5329102,644241,A498,-107
9703,2733525,RXF393,-107
29327,72466,RXF393,-107
9444,644241,RXF393,-106
443939,60953,ACHN,-106
443939,644241,RXF393,-106
36314,5394,A498,-106
71384,4212,SN12C,-106
123608,2733525,RXF393,-106
454216,3902,CAKI-1,-106
4842,454216,TK10,-106
4211,644241,RXF393,-106
4114,5790,RXF393,-106
241902,644241,CAKI-1,-106
119182,60953,786-0,-106
5426,444795,RXF393,-106
3011155,20279,RXF393,-106
3011155,457193,ACHN,-106
60953,5394,ACHN,-106
60953,3902,RXF393,-106
2187,457193,A498,-106
2187,6442177,A498,-106
68740,3902,786-0,-106
68740,123596,RXF393,-106
123596,426756,SN12C,-106
2478,126941,SN12C,-106
9444,444795,SN12C,-105
135401907,20279,CAKI-1,-105
148124,249332,TK10,-105
5426,5790,RXF393,-105
249332,457193,TK10,-105
3011155,667490,RXF393,-105
2187,6252,RXF393,-105
123596,2733525,RXF393,-105
644241,241902,SN12C,-105
406563,6442177,RXF393,-105
406563,6442177,TK10,-105
2478,20279,CAKI-1,-105
148121,5453,CAKI-1,-105
9444,5453,A498,-104
3690,77082,TK10,-104
123608,443939,CAKI-1,-104
5284616,3657,ACHN,-104
454216,6252,CAKI-1,-104
4842,444795,A498,-104
60749,77082,786-0,-104
60749,241902,RXF393,-104
387447,457193,A498,-104
11683,60198,A498,-104
2187,5329102,SN12C,-104
5329102,9444,RXF393,-104
148121,20279,SN12C,-104
444795,126941,SN12C,-103
72466,444795,CAKI-1,-103
72466,2733525,CAKI-1,-103
77082,123596,A498,-103
123608,5284616,CAKI-1,-103
123608,126941,RXF393,-103
5284616,3011155,SN12C,-103
454216,5394,CAKI-1,-103
4842,457193,SN12C,-103
4211,20279,RXF393,-103
4211,123596,CAKI-1,-103
241902,426756,RXF393,-103
60749,20279,786-0,-103
148124,60953,TK10,-103
5426,148124,CAKI-1,-103
2187,3902,SN12C,-103
2187,9941095,CAKI-1,-103
68740,457193,CAKI-1,-103
68740,2662,RXF393,-103
6442177,457193,RXF393,-103
148121,60953,786-0,-103
9703,5790,A498,-103
9703,119182,RXF393,-103
5799,123596,TK10,-103
2123,4212,RXF393,-102
2123,5799,A498,-102
135401907,36314,A498,-102
6239,5799,CAKI-1,-102
163659,457193,RXF393,-102
2907,657237,RXF393,-102
6194,36462,RXF393,-102
57469,20279,A498,-102
4114,119182,RXF393,-102
4114,5453,SN12C,-102
5426,104842,A498,-102
3011155,457193,SN12C,-102
5311,426756,TK10,-102
68740,3902,A498,-102
644241,3902,ACHN,-102
406563,123596,CAKI-1,-102
5329102,3062316,RXF393,-102
5329102,123596,A498,-102
5329102,644241,TK10,-102
3950,5799,ACHN,-102
29327,20279,RXF393,-102
460612,60198,A498,-102
9444,454216,TK10,-101
4114,657237,A498,-101
119182,249332,786-0,-101
119182,3011155,TK10,-101
60699,20279,786-0,-101
60749,2662,SN12C,-101
5311,5394,RXF393,-101
2187,426756,A498,-101
68740,5394,RXF393,-101
68740,3011155,RXF393,-101
406563,3902,CAKI-1,-101
148121,657237,CAKI-1,-101
443939,3902,A498,-100
451668,5394,TK10,-100
77082,36314,SN12C,-100
4842,148124,RXF393,-100
5746,126941,SN12C,-100
3011155,4211,RXF393,-100
104741,119182,TK10,-100
68740,5453,RXF393,-100
68740,60953,ACHN,-100
406563,60953,SN12C,-100
5352062,457193,SN12C,-100
148121,104842,SN12C,-100
123608,657237,786-0,-99
123608,444795,786-0,-99
4842,6252,RXF393,-99
104741,644241,SN12C,-99
126941,3902,CAKI-1,-99
123596,5790,SN12C,-99
406563,5284616,ACHN,-99
406563,5394,CAKI-1,-99
406563,6442177,ACHN,-99
29327,77082,RXF393,-99
3690,3657,RXF393,-98
3690,119182,RXF393,-98
444795,657237,TK10,-98
36314,5394,SN12C,-98
451668,241902,CAKI-1,-98
6239,5453,A498,-98
123608,241902,A498,-98
4114,5394,A498,-98
4114,148124,TK10,-98
148124,3902,SN12C,-98
5426,60749,CAKI-1,-98
104842,123596,RXF393,-98
387447,5935,A498,-98
2187,644241,CAKI-1,-98
2662,3902,SN12C,-98
68740,5790,CAKI-1,-98
644241,3902,RXF393,-98
406563,9444,CAKI-1,-98
406563,2733525,A498,-98
406563,644241,SN12C,-98
148121,444795,SN12C,-98
9703,5453,CAKI-1,-98
3950,45055483,TK10,-98
29327,5453,A498,-98
3690,249332,SN12C,-97
135401907,5935,RXF393,-97
6239,5935,CAKI-1,-97
123608,5799,A498,-97
454216,5284616,TK10,-97
119182,3011155,ACHN,-97
60749,3011155,RXF393,-97
5426,126941,ACHN,-97
104741,9941095,CAKI-1,-97
104741,5329102,ACHN,-97
68740,657237,CAKI-1,-97
68740,426756,CAKI-1,-97
68740,5329102,A498,-97
123596,6252,RXF393,-97
406563,9444,SN12C,-97
406563,5790,CAKI-1,-97
148121,657237,SN12C,-97
460612,135413520,TK10,-97
9444,60953,TK10,-96
36314,3011155,SN12C,-96
135401907,5394,RXF393,-96
426756,20279,RXF393,-96
4842,36314,RXF393,-96
2907,6252,RXF393,-96
5746,4211,CAKI-1,-96
6194,36462,A498,-96
4211,5394,CAKI-1,-96
4114,657237,CAKI-1,-96
241902,5352062,RXF393,-96
5311,60749,A498,-96
104741,3902,ACHN,-96
2187,20279,A498,-96
68740,644241,ACHN,-96
406563,3902,RXF393,-96
5329102,20279,A498,-96
148121,104842,CAKI-1,-96
72466,644241,SN12C,-95
451668,667490,786-0,-95
2733525,126941,786-0,-95
5284616,657237,RXF393,-95
454216,123596,CAKI-1,-95
2907,119182,RXF393,-95
5746,36314,RXF393,-95
5790,3902,RXF393,-95
57469,5799,A498,-95
4211,5394,RXF393,-95
4211,9941095,CAKI-1,-95
60749,444795,786-0,-95
3011155,3902,A498,-95
2187,657237,A498,-95
123596,5453,SN12C,-95
406563,5394,TK10,-95
2478,443939,RXF393,-95
2478,36314,TK10,-95
5352062,3011155,RXF393,-95
3950,135413520,ACHN,-95
29327,4211,RXF393,-95
443939,3902,ACHN,-94
36314,6252,SN12C,-94
2123,62770,A498,-94
77082,457193,ACHN,-94
135401907,36314,CAKI-1,-94
135401907,5935,ACHN,-94
6239,657237,786-0,-94
163659,5453,CAKI-1,-94
2907,119182,CAKI-1,-94
5746,457193,SN12C,-94
57469,163659,786-0,-94
57469,126941,786-0,-94
4211,123596,SN12C,-94
119182,163659,786-0,-94
387447,20279,A498,-94
3011155,426756,RXF393,-94
60953,4211,TK10,-94
60953,3011155,ACHN,-94
11683,45055483,CAKI-1,-94
11683,135413520,786-0,-94
6442177,123596,TK10,-94
123596,2733525,TK10,-94
123596,5790,TK10,-94
406563,104842,SN12C,-94
148121,20279,ACHN,-94
148121,5790,A498,-94
460612,71384,A498,-94
460612,5799,CAKI-1,-94
5799,3902,CAKI-1,-94
9444,20279,SN12C,-93
443939,644241,A498,-93
77082,5329102,CAKI-1,-93
6239,77082,CAKI-1,-93
6239,5394,RXF393,-93
71384,216326,CAKI-1,-93
123608,5453,A498,-93
6194,5799,CAKI-1,-93
4211,249332,RXF393,-93
4114,444795,RXF393,-93
119182,104741,RXF393,-93
60749,249332,786-0,-93
5426,104842,TK10,-93
104842,5394,TK10,-93
3011155,20279,SN12C,-93
3011155,104741,ACHN,-93
3011155,104741,RXF393,-93
2187,5329102,A498,-93
126941,5284616,RXF393,-93
123596,657237,TK10,-93
123596,6252,SN12C,-93
406563,3011155,786-0,-93
5352062,3902,SN12C,-93
148121,5453,ACHN,-93
3950,45055483,A498,-93
3950,135413520,RXF393,-93
3950,216326,CAKI-1,-93
29327,241902,CAKI-1,-93
9444,123596,SN12C,-92
444795,657237,A498,-92
444795,3902,RXF393,-92
443939,60953,A498,-92
72466,5394,CAKI-1,-92
451668,60749,A498,-92
2123,62770,RXF393,-92
77082,104842,CAKI-1,-92
6239,444795,786-0,-92
6239,60749,RXF393,-92
123608,163659,ACHN,-92
454216,5453,CAKI-1,-92
2907,148124,SN12C,-92
2708,62770,RXF393,-92
4114,5790,CAKI-1,-92
4114,457193,TK10,-92
119182,60953,TK10,-92
60749,3902,RXF393,-92
5426,9444,SN12C,-92
3011155,2733525,786-0,-92
60953,3902,ACHN,-92
11683,5799,A498,-92
104741,60953,ACHN,-92
123596,657237,SN12C,-92
406563,9941095,A498,-92
2478,6252,CAKI-1,-92
9703,5790,TK10,-92
9703,5799,TK10,-92
72466,426756,CAKI-1,-91
36314,60953,TK10,-91
77082,444795,A498,-91
454216,2733525,CAKI-1,-91
2907,457193,RXF393,-91
6194,62770,ACHN,-91
4211,5329102,RXF393,-91
119182,4211,ACHN,-91
6252,126941,A498,-91
6252,126941,SN12C,-91
3011155,249332,A498,-91
5311,104842,TK10,-91
104741,123596,A498,-91
2187,3902,ACHN,-91
2187,3062316,CAKI-1,-91
68740,644241,CAKI-1,-91
6442177,5284616,RXF393,-91
123596,126941,TK10,-91
29327,126941,CAKI-1,-91
5799,644241,SN12C,-91
9444,457193,SN12C,-90
657237,2662,ACHN,-90
443939,119182,TK10,-90
443939,5329102,786-0,-90
71384,45055483,SN12C,-90
3657,2733525,CAKI-1,-90
6194,135413520,ACHN,-90
4114,241902,A498,-90
4114,667490,CAKI-1,-90
119182,426756,TK10,-90
60749,119182,786-0,-90
60749,249332,SN12C,-90
148124,2187,RXF393,-90
5426,657237,786-0,-90
11683,135413520,A498,-90
104741,5329102,SN12C,-90
2187,2733525,RXF393,-90
68740,3902,RXF393,-90
3062316,644241,RXF393,-90
123596,3902,RXF393,-90
123596,3902,SN12C,-90
9941095,60749,RXF393,-90
644241,5394,TK10,-90
406563,5284616,SN12C,-90
406563,3062316,SN12C,-90
406563,9941095,ACHN,-90
36314,3902,A498,-89
77082,2662,RXF393,-89
6239,5394,A498,-89
5284616,3011155,TK10,-89
4842,457193,RXF393,-89
