drug_a,drug_b,cell_line,synergy
57469,454216,RPMI-8226,-222
387447,60749,K-562,-222
2907,5453,HL-60,-221
9887053,454216,K-562,-221
406563,123596,CCRF-CEM,-221
148124,60953,CCRF-CEM,-220
104842,644241,K-562,-220
3011155,2187,HL-60,-220
68740,3902,CCRF-CEM,-219
9444,457193,HL-60,-218
29327,241902,K-562,-216
5284616,60953,CCRF-CEM,-215
249332,3902,CCRF-CEM,-215
11683,3950,HL-60,-215
60749,123596,CCRF-CEM,-214
2478,457193,SR,-214
3385,216326,SR,-213
5329102,644241,HL-60,-213
72466,9941095,RPMI-8226,-212
77082,3902,CCRF-CEM,-211
3385,36462,RPMI-8226,-211
3011155,104741,HL-60,-211
2187,20279,RPMI-8226,-211
5352062,3902,CCRF-CEM,-210
119182,2187,RPMI-8226,-209
68740,2662,CCRF-CEM,-209
123596,20279,MOLT-4,-209
2907,119182,HL-60,-208
4211,3062316,CCRF-CEM,-208
241902,3062316,CCRF-CEM,-208
104741,5329102,CCRF-CEM,-208
68740,5284616,CCRF-CEM,-208
68740,3011155,K-562,-208
406563,9941095,RPMI-8226,-208
5284616,5394,CCRF-CEM,-207
119182,3902,CCRF-CEM,-207
60699,148124,CCRF-CEM,-206
2123,3950,HL-60,-205
4842,148124,HL-60,-205
68740,444795,SR,-205
2907,9444,HL-60,-204
104842,457193,HL-60,-203
68740,5394,RPMI-8226,-203
5329102,2733525,HL-60,-203
3657,2662,MOLT-4,-202
5311,36314,HL-60,-202
387447,20279,RPMI-8226,-201
443939,3902,RPMI-8226,-200
3657,249332,K-562,-200
119182,163659,CCRF-CEM,-200
2187,6442177,CCRF-CEM,-200
406563,5311,MOLT-4,-200
3385,4212,RPMI-8226,-199
60749,3011155,K-562,-199
3690,36314,CCRF-CEM,-198
426756,3902,K-562,-198
4211,5329102,CCRF-CEM,-198
387447,60749,MOLT-4,-198
387447,60749,RPMI-8226,-198
3690,20279,RPMI-8226,-197
4114,241902,RPMI-8226,-197
60699,36314,RPMI-8226,-197
60749,60953,CCRF-CEM,-197
72466,644241,K-562,-196
2187,457193,HL-60,-196
9444,5394,K-562,-194
9941095,123596,HL-60,-194
119182,123596,CCRF-CEM,-193
60749,104741,CCRF-CEM,-193
36314,3902,CCRF-CEM,-192
5311,2187,CCRF-CEM,-192
57469,457193,MOLT-4,-191
104741,644241,MOLT-4,-191
29327,657237,RPMI-8226,-191
3690,148124,RPMI-8226,-190
119182,2187,K-562,-190
68740,5329102,CCRF-CEM,-190
406563,5284616,CCRF-CEM,-190
9444,3902,HL-60,-189
443939,5453,RPMI-8226,-189
439693,249332,K-562,-189
3950,4212,RPMI-8226,-189
443939,9941095,K-562,-188
3657,9941095,CCRF-CEM,-188
4114,241902,MOLT-4,-188
119182,3011155,K-562,-188
3062316,123596,HL-60,-188
72466,9941095,K-562,-187
77082,3902,K-562,-187
104741,2733525,HL-60,-187
644241,3902,CCRF-CEM,-187
406563,5453,CCRF-CEM,-187
5329102,3011155,K-562,-187
9444,2662,HL-60,-186
2907,454216,HL-60,-186
2907,148124,MOLT-4,-186
387447,148124,CCRF-CEM,-186
3011155,2733525,CCRF-CEM,-186
11683,60198,SR,-186
2187,249332,HL-60,-186
426756,457193,RPMI-8226,-185
426756,3902,CCRF-CEM,-185
443939,426756,RPMI-8226,-184
443939,60953,K-562,-184
72466,2662,RPMI-8226,-184
4211,2733525,HL-60,-184
4211,9941095,CCRF-CEM,-184
68740,2733525,RPMI-8226,-184
68740,60953,K-562,-184
406563,2733525,SR,-184
406563,60749,CCRF-CEM,-184
60953,123596,CCRF-CEM,-183
60198,216326,SR,-182
123596,3902,CCRF-CEM,-182
406563,60953,MOLT-4,-182
77082,9941095,K-562,-181
163659,3902,CCRF-CEM,-181
5311,3902,CCRF-CEM,-181
2478,60749,HL-60,-181
6239,148124,CCRF-CEM,-180
4842,9444,HL-60,-180
5426,444795,RPMI-8226,-180
72466,9941095,CCRF-CEM,-179
77082,5329102,K-562,-179
4842,454216,HL-60,-179
9887053,60749,CCRF-CEM,-179
4211,3062316,RPMI-8226,-179
5311,5284616,HL-60,-179
60953,5394,HL-60,-179
68740,36314,SR,-179
644241,5394,CCRF-CEM,-179
2907,126941,HL-60,-178
387447,6252,RPMI-8226,-178
387447,249332,RPMI-8226,-178
5284616,2662,HL-60,-177
5426,657237,RPMI-8226,-177
68740,426756,K-562,-177
2907,6252,HL-60,-176
9887053,148124,CCRF-CEM,-176
148124,2187,K-562,-176
5311,2733525,HL-60,-176
5311,123596,HL-60,-176
5799,3011155,K-562,-176
444795,3902,CCRF-CEM,-175
163659,457193,RPMI-8226,-175
5394,3902,CCRF-CEM,-175
148124,3902,K-562,-175
148124,60749,CCRF-CEM,-174
387447,20279,MOLT-4,-174
6442177,3011155,K-562,-174
72466,249332,RPMI-8226,-173
3657,3062316,RPMI-8226,-173
104741,5329102,MOLT-4,-173
123596,20279,CCRF-CEM,-173
3657,3902,CCRF-CEM,-172
104842,3902,CCRF-CEM,-172
68740,60953,MOLT-4,-172
4842,657237,HL-60,-171
4842,3657,HL-60,-171
2141,148124,RPMI-8226,-171
387447,20279,K-562,-171
11683,216326,HL-60,-171
5284616,60749,CCRF-CEM,-170
148124,3011155,K-562,-170
644241,2187,K-562,-170
406563,5790,CCRF-CEM,-170
3690,36314,MOLT-4,-169
72466,119182,RPMI-8226,-169
3657,5329102,CCRF-CEM,-169
4842,444795,HL-60,-168
3657,123596,RPMI-8226,-168
241902,6252,HL-60,-168
2187,6442177,MOLT-4,-168
6442177,2662,HL-60,-168
644241,2187,RPMI-8226,-168
5352062,644241,MOLT-4,-168
29327,20279,RPMI-8226,-168
5799,60953,K-562,-168
2123,60198,SR,-167
406563,119182,K-562,-167
9444,104741,K-562,-166
77082,9941095,MOLT-4,-166
68740,9941095,K-562,-166
3657,2662,RPMI-8226,-165
135398738,62770,RPMI-8226,-165
60953,104741,CCRF-CEM,-165
104741,123596,MOLT-4,-165
68740,5329102,K-562,-165
406563,60749,RPMI-8226,-165
5352062,2187,CCRF-CEM,-165
4114,667490,RPMI-8226,-164
5426,657237,HL-60,-164
3011155,104741,RPMI-8226,-164
9941095,3902,K-562,-164
9444,644241,MOLT-4,-163
443939,3902,CCRF-CEM,-163
443939,644241,CCRF-CEM,-163
60198,123631,SR,-163
2187,9444,HL-60,-163
9941095,444795,K-562,-163
443939,3011155,K-562,-162
5284616,2187,RPMI-8226,-162
163659,9941095,MOLT-4,-162
3657,249332,RPMI-8226,-162
2578,60749,RPMI-8226,-162
119182,241902,RPMI-8226,-162
9941095,60953,K-562,-162
9444,5790,HL-60,-161
4114,36314,K-562,-161
406563,3902,CCRF-CEM,-161
72466,123596,RPMI-8226,-160
2123,443939,HL-60,-160
104741,426756,HL-60,-160
68740,457193,CCRF-CEM,-160
60749,2662,HL-60,-159
104741,644241,CCRF-CEM,-159
406563,9941095,K-562,-159
5352062,60953,CCRF-CEM,-159
3950,216326,MOLT-4,-159
4211,644241,RPMI-8226,-158
387447,148124,RPMI-8226,-158
104741,36314,CCRF-CEM,-158
126941,6442177,RPMI-8226,-158
406563,9444,CCRF-CEM,-158
406563,123596,RPMI-8226,-158
5426,457193,RPMI-8226,-157
104741,5394,MOLT-4,-157
406563,644241,CCRF-CEM,-157
443939,644241,K-562,-156
2578,119182,RPMI-8226,-156
4114,20279,RPMI-8226,-156
2187,36314,HL-60,-156
5746,444795,SR,-155
3011155,2187,K-562,-155
135413520,216326,SR,-155
3657,2662,CCRF-CEM,-154
2578,241902,MOLT-4,-154
4114,20279,MOLT-4,-154
2187,457193,SR,-154
68740,123596,RPMI-8226,-154
9444,60749,CCRF-CEM,-153
5284616,77082,CCRF-CEM,-153
5284616,60953,RPMI-8226,-153
4211,2662,SR,-153
2578,657237,RPMI-8226,-153
5426,249332,MOLT-4,-153
3011155,104741,K-562,-153
60953,3011155,K-562,-153
11683,60198,RPMI-8226,-153
104741,6442177,SR,-153
5352062,2662,HL-60,-153
135401907,119182,MOLT-4,-152
57469,454216,K-562,-152
119182,104741,CCRF-CEM,-152
5453,3902,CCRF-CEM,-152
644241,6252,HL-60,-152
644241,2662,K-562,-152
406563,9444,K-562,-152
72466,5311,RPMI-8226,-151
241902,5790,SR,-151
119182,126941,CCRF-CEM,-151
3011155,667490,K-562,-151
104741,5394,RPMI-8226,-151
406563,3902,SR,-151
5394,2662,SR,-150
60699,20279,K-562,-150
60749,667490,RPMI-8226,-150
3011155,5790,HL-60,-150
104741,5394,CCRF-CEM,-150
406563,119182,RPMI-8226,-150
406563,6442177,RPMI-8226,-150
9444,60953,MOLT-4,-149
3690,36314,RPMI-8226,-149
3690,457193,RPMI-8226,-149
77082,3902,MOLT-4,-149
4211,657237,HL-60,-149
4211,3902,SR,-149
119182,60953,CCRF-CEM,-149
11683,71384,HL-60,-149
644241,241902,K-562,-149
3950,4212,CCRF-CEM,-149
460612,11683,HL-60,-149
5799,9941095,RPMI-8226,-149
9444,2733525,K-562,-148
387447,657237,K-562,-148
2187,5394,HL-60,-148
644241,123596,CCRF-CEM,-148
443939,3062316,RPMI-8226,-147
4114,126941,RPMI-8226,-147
406563,3902,RPMI-8226,-147
2123,71384,RPMI-8226,-146
123608,148124,K-562,-146
3657,457193,K-562,-146
406563,5284616,SR,-146
5329102,9941095,HL-60,-146
2123,11683,SR,-145
71384,216326,SR,-145
4842,5935,HL-60,-145
3657,6442177,RPMI-8226,-145
57469,148124,RPMI-8226,-145
4114,20279,HL-60,-145
119182,667490,RPMI-8226,-145
60749,644241,HL-60,-145
60953,644241,HL-60,-145
126941,6442177,CCRF-CEM,-145
9941095,5311,K-562,-145
406563,249332,K-562,-145
443939,9941095,CCRF-CEM,-144
71384,216326,MOLT-4,-144
104741,3062316,RPMI-8226,-144
68740,60953,RPMI-8226,-144
406563,2733525,CCRF-CEM,-144
9444,657237,K-562,-143
123608,36314,HL-60,-143
3657,3902,RPMI-8226,-143
60749,249332,HL-60,-143
148121,20279,K-562,-143
148121,60953,CCRF-CEM,-143
9444,36314,HL-60,-142
443939,60749,K-562,-142
123608,454216,SR,-142
5284616,644241,HL-60,-142
104842,5284616,HL-60,-142
104842,3011155,K-562,-142
104741,444795,HL-60,-142
104741,119182,RPMI-8226,-142
406563,3062316,CCRF-CEM,-142
5329102,5394,K-562,-142
9444,5394,MOLT-4,-141
9444,60749,K-562,-141
77082,5329102,SR,-141
9887053,454216,RPMI-8226,-141
3657,2733525,RPMI-8226,-141
60749,163659,CCRF-CEM,-141
387447,126941,CCRF-CEM,-141
123631,216326,MOLT-4,-141
644241,667490,RPMI-8226,-141
439693,20279,RPMI-8226,-140
439693,444795,RPMI-8226,-140
5284616,3011155,HL-60,-140
4211,9941095,MOLT-4,-140
104741,644241,SR,-140
406563,2662,RPMI-8226,-140
148124,3011155,HL-60,-139
104842,36314,HL-60,-139
11683,216326,SR,-139
104741,426756,MOLT-4,-139
68740,457193,MOLT-4,-139
406563,5311,K-562,-139
9444,454216,K-562,-138
3690,241902,K-562,-138
451668,241902,RPMI-8226,-138
123608,163659,MOLT-4,-138
426756,126941,SR,-138
3657,5329102,MOLT-4,-138
241902,5453,SR,-138
104741,657237,CCRF-CEM,-138
644241,3902,RPMI-8226,-138
5329102,444795,K-562,-138
443939,644241,RPMI-8226,-137
2123,135398738,HL-60,-137
3657,457193,CCRF-CEM,-137
3657,457193,RPMI-8226,-137
387447,60749,CCRF-CEM,-137
3011155,4211,K-562,-137
68740,3062316,RPMI-8226,-137
9941095,2733525,RPMI-8226,-137
9444,20279,K-562,-136
148124,5790,HL-60,-136
406563,426756,CCRF-CEM,-136
657237,2662,SR,-135
5284616,667490,RPMI-8226,-135
4842,443939,HL-60,-135
5329102,20279,HL-60,-135
3690,657237,RPMI-8226,-134
451668,457193,MOLT-4,-134
5284616,2187,K-562,-134
454216,5394,K-562,-134
4842,5394,HL-60,-134
2907,148124,K-562,-134
4114,4211,RPMI-8226,-134
5426,444795,K-562,-134
104842,60749,HL-60,-134
135413520,216326,MOLT-4,-134
2187,657237,HL-60,-134
2723601,3385,CCRF-CEM,-134
9444,20279,MOLT-4,-133
72466,60953,RPMI-8226,-133
387447,667490,RPMI-8226,-133
3011155,126941,RPMI-8226,-133
60953,3902,CCRF-CEM,-133
104741,5284616,RPMI-8226,-133
68740,426756,RPMI-8226,-133
406563,6252,SR,-133
5329102,3902,K-562,-133
443939,6442177,RPMI-8226,-132
2123,3385,HL-60,-132
6239,36314,SR,-132
3385,11683,HL-60,-132
5284616,657237,HL-60,-132
6442177,123596,RPMI-8226,-132
443939,3011155,RPMI-8226,-131
148124,241902,CCRF-CEM,-131
3011155,5394,HL-60,-131
2187,9941095,MOLT-4,-131
444795,3902,SR,-130
451668,148124,CCRF-CEM,-130
135401907,2733525,RPMI-8226,-130
5284616,5453,HL-60,-130
5284616,3902,HL-60,-130
454216,5790,RPMI-8226,-130
2907,454216,K-562,-130
60699,60749,RPMI-8226,-130
3011155,126941,HL-60,-130
2187,644241,HL-60,-130
68740,3902,SR,-130
406563,3062316,RPMI-8226,-130
443939,119182,K-562,-129
4842,6252,HL-60,-129
2907,119182,RPMI-8226,-129
4211,2733525,SR,-129
119182,104741,RPMI-8226,-129
387447,241902,RPMI-8226,-129
5311,6252,HL-60,-129
5311,123596,CCRF-CEM,-129
104741,2662,HL-60,-129
68740,119182,SR,-129
644241,241902,RPMI-8226,-129
9703,5799,K-562,-129
5799,123596,SR,-129
9444,5453,HL-60,-128
443939,60749,RPMI-8226,-128
72466,3062316,RPMI-8226,-128
72466,5329102,CCRF-CEM,-128
36314,3011155,RPMI-8226,-128
439693,667490,K-562,-128
57469,163659,RPMI-8226,-128
2578,667490,RPMI-8226,-128
4114,126941,MOLT-4,-128
60953,2733525,HL-60,-128
104741,3902,MOLT-4,-128
2187,104842,RPMI-8226,-128
2723601,62770,RPMI-8226,-128
29327,36314,CCRF-CEM,-128
460612,135398738,K-562,-128
454216,444795,SR,-127
4114,457193,CCRF-CEM,-127
5426,241902,CCRF-CEM,-127
68740,36314,RPMI-8226,-127
5329102,2662,HL-60,-127
9444,123596,MOLT-4,-126
451668,249332,HL-60,-126
3657,20279,K-562,-126
5394,426756,CCRF-CEM,-126
3011155,5394,K-562,-126
60198,216326,HL-60,-126
406563,5284616,K-562,-126
2723601,2708,RPMI-8226,-126
9444,6252,K-562,-125
452548,216326,MOLT-4,-125
454216,426756,K-562,-125
3657,9941095,MOLT-4,-125
5394,6252,MOLT-4,-125
60953,104741,RPMI-8226,-125
5329102,249332,HL-60,-125
5352062,457193,CCRF-CEM,-125
5352062,123596,HL-60,-125
443939,5394,CCRF-CEM,-124
77082,3062316,CCRF-CEM,-124
77082,5329102,MOLT-4,-124
123608,5453,MOLT-4,-124
3657,36314,RPMI-8226,-124
4114,6252,RPMI-8226,-124
5426,2733525,K-562,-124
104842,249332,K-562,-124
2187,2662,HL-60,-124
126941,3062316,K-562,-124
123596,2662,CCRF-CEM,-124
9941095,3011155,HL-60,-124
148121,104842,SR,-124
3950,135413520,HL-60,-124
5799,60953,RPMI-8226,-124
5799,123596,MOLT-4,-124
5746,77082,SR,-123
3657,444795,RPMI-8226,-123
6194,216326,MOLT-4,-123
60749,5394,CCRF-CEM,-123
5426,104842,K-562,-123
104741,119182,MOLT-4,-123
123596,5394,SR,-123
148121,6252,K-562,-123
3950,4212,K-562,-123
72466,6442177,RPMI-8226,-122
135401907,454216,CCRF-CEM,-122
5284616,5790,HL-60,-122
2907,104842,HL-60,-122
5790,3902,CCRF-CEM,-122
6194,11683,SR,-122
241902,9941095,CCRF-CEM,-122
60699,148124,K-562,-122
5426,657237,K-562,-122
5426,4211,K-562,-122
104842,5790,HL-60,-122
6442177,2733525,K-562,-122
148121,9941095,CCRF-CEM,-122
9444,2187,MOLT-4,-121
9887053,241902,CCRF-CEM,-121
60749,457193,CCRF-CEM,-121
3011155,2187,RPMI-8226,-121
5311,60749,HL-60,-121
104741,657237,HL-60,-121
644241,123596,RPMI-8226,-121
29327,60749,HL-60,-121
72466,5394,RPMI-8226,-120
2123,11683,K-562,-120
5284616,3011155,K-562,-120
426756,126941,CCRF-CEM,-120
3011155,241902,K-562,-120
5311,644241,HL-60,-120
60953,657237,HL-60,-120
11683,3950,RPMI-8226,-120
2187,3062316,RPMI-8226,-120
68740,119182,K-562,-120
68740,60749,CCRF-CEM,-120
68740,5453,RPMI-8226,-120
406563,249332,SR,-120
460612,3385,CCRF-CEM,-120
5284616,667490,CCRF-CEM,-119
2907,148124,SR,-119
6194,216326,RPMI-8226,-119
4211,36314,RPMI-8226,-119
2578,72466,RPMI-8226,-119
135398738,60198,SR,-119
241902,457193,SR,-119
60749,104741,RPMI-8226,-119
5426,60749,MOLT-4,-119
6442177,60953,K-562,-119
406563,60749,K-562,-119
406563,644241,SR,-119
9444,60749,HL-60,-118
451668,667490,HL-60,-118
123608,36314,CCRF-CEM,-118
123608,2733525,RPMI-8226,-118
454216,36314,K-562,-118
241902,3902,CCRF-CEM,-118
45055483,216326,SR,-118
2723601,60198,SR,-118
5352062,5790,HL-60,-118
5799,123596,RPMI-8226,-118
3690,20279,MOLT-4,-117
2733525,6252,MOLT-4,-117
4842,77082,HL-60,-117
5746,148124,RPMI-8226,-117
2578,36314,K-562,-117
241902,6252,K-562,-117
241902,644241,SR,-117
60749,126941,RPMI-8226,-117
5426,5394,K-562,-117
249332,126941,K-562,-117
60953,644241,K-562,-117
2187,60953,MOLT-4,-117
6442177,5790,HL-60,-117
3950,4212,SR,-117
5799,2733525,SR,-117
443939,60953,MOLT-4,-116
36314,5790,HL-60,-116
36314,3902,HL-60,-116
104741,3902,RPMI-8226,-116
126941,9941095,CCRF-CEM,-116
9703,657237,RPMI-8226,-116
4211,644241,SR,-115
2578,241902,CCRF-CEM,-115
60699,657237,K-562,-115
5311,5453,HL-60,-115
443939,60953,SR,-114
451668,36314,RPMI-8226,-114
135401907,60749,SR,-114
2907,77082,RPMI-8226,-114
2578,4211,K-562,-114
4114,5394,RPMI-8226,-114
60699,126941,MOLT-4,-114
68740,249332,MOLT-4,-114
406563,3062316,SR,-114
9444,644241,K-562,-113
77082,123596,CCRF-CEM,-113
454216,249332,MOLT-4,-113
3657,104842,K-562,-113
4211,444795,RPMI-8226,-113
4211,123596,RPMI-8226,-113
4211,123596,SR,-113
2578,241902,RPMI-8226,-113
60749,2187,K-562,-113
387447,20279,CCRF-CEM,-113
387447,5935,RPMI-8226,-113
104741,2662,CCRF-CEM,-113
68740,3902,RPMI-8226,-113
444795,3902,K-562,-112
452548,216326,SR,-112
443939,20279,K-562,-112
36314,657237,CCRF-CEM,-112
119182,77082,RPMI-8226,-112
148124,5394,HL-60,-112
60953,5790,HL-60,-112
104741,2662,SR,-112
2187,123596,RPMI-8226,-112
68740,3062316,CCRF-CEM,-112
126941,3062316,RPMI-8226,-112
644241,3902,HL-60,-112
406563,426756,K-562,-112
29327,72466,RPMI-8226,-112
443939,119182,RPMI-8226,-111
2123,60198,RPMI-8226,-111
123608,2733525,CCRF-CEM,-111
163659,5329102,CCRF-CEM,-111
4842,5790,K-562,-111
2907,454216,SR,-111
135398738,3950,CCRF-CEM,-111
60749,60953,RPMI-8226,-111
5426,5284616,K-562,-111
60953,2187,RPMI-8226,-111
11683,135413520,RPMI-8226,-111
68740,119182,RPMI-8226,-111
68740,5311,RPMI-8226,-111
6442177,644241,HL-60,-111
644241,77082,RPMI-8226,-111
5329102,657237,HL-60,-111
5329102,657237,K-562,-111
5352062,457193,MOLT-4,-111
9444,6252,HL-60,-110
2123,443939,K-562,-110
439693,249332,RPMI-8226,-110
4842,657237,RPMI-8226,-110
4842,5394,RPMI-8226,-110
2578,5394,RPMI-8226,-110
241902,3062316,RPMI-8226,-110
60749,77082,RPMI-8226,-110
148124,426756,CCRF-CEM,-110
104741,36314,MOLT-4,-110
104741,5394,SR,-110
68740,2662,RPMI-8226,-110
68740,123596,CCRF-CEM,-110
123596,426756,RPMI-8226,-110
406563,249332,MOLT-4,-110
148121,5352062,K-562,-110
3950,60198,SR,-110
9444,5284616,HL-60,-109
443939,6252,K-562,-109
443939,3902,K-562,-109
5284616,5394,HL-60,-109
3657,3062316,CCRF-CEM,-109
2578,148124,RPMI-8226,-109
4114,104842,K-562,-109
60749,5790,HL-60,-109
104741,36314,RPMI-8226,-109
2187,3902,HL-60,-109
68740,249332,RPMI-8226,-109
68740,644241,RPMI-8226,-109
406563,5394,RPMI-8226,-109
2723601,123631,SR,-109
3950,123631,HL-60,-109
9444,2733525,MOLT-4,-108
9444,5453,K-562,-108
443939,123596,RPMI-8226,-108
72466,444795,RPMI-8226,-108
72466,5284616,RPMI-8226,-108
72466,5329102,K-562,-108
77082,6442177,K-562,-108
77082,123596,K-562,-108
3385,62770,RPMI-8226,-108
4842,454216,SR,-108
4842,119182,RPMI-8226,-108
4114,249332,CCRF-CEM,-108
119182,444795,HL-60,-108
60749,5394,HL-60,-108
60749,3011155,RPMI-8226,-108
104741,5453,RPMI-8226,-108
2187,644241,RPMI-8226,-108
2662,3902,K-562,-108
68740,6442177,CCRF-CEM,-108
5352062,20279,MOLT-4,-108
62770,216326,MOLT-4,-108
163659,5453,K-562,-107
163659,3902,K-562,-107
119182,4211,RPMI-8226,-107
60749,60953,K-562,-107
68740,2733525,CCRF-CEM,-107
9941095,20279,HL-60,-107
406563,5790,K-562,-107
29327,148124,K-562,-107
29327,6252,RPMI-8226,-107
5799,457193,CCRF-CEM,-107
77082,5394,K-562,-106
6239,60749,K-562,-106
57469,2733525,K-562,-106
4211,6252,HL-60,-106
4114,444795,HL-60,-106
5426,126941,CCRF-CEM,-106
5311,60749,MOLT-4,-106
104741,657237,K-562,-106
2187,644241,CCRF-CEM,-106
68740,5394,CCRF-CEM,-106
644241,5394,HL-60,-106
406563,5453,RPMI-8226,-106
5329102,426756,HL-60,-106
5329102,426756,K-562,-106
5352062,3902,MOLT-4,-106
29327,36314,K-562,-106
460612,2123,CCRF-CEM,-106
5799,60953,CCRF-CEM,-106
77082,444795,SR,-105
77082,457193,K-562,-105
2708,216326,MOLT-4,-105
45055483,60198,SR,-105
5426,444795,MOLT-4,-105
5426,148124,RPMI-8226,-105
5311,3011155,K-562,-105
60198,216326,MOLT-4,-105
2187,3062316,SR,-105
68740,457193,RPMI-8226,-105
406563,644241,RPMI-8226,-105
5799,9941095,K-562,-105
6239,36314,MOLT-4,-104
123608,454216,RPMI-8226,-104
2578,454216,K-562,-104
241902,3062316,MOLT-4,-104
5426,5935,CCRF-CEM,-104
3011155,2733525,K-562,-104
60198,216326,K-562,-104
104741,3902,SR,-104
2187,657237,K-562,-104
68740,5284616,K-562,-104
68740,6442177,RPMI-8226,-104
406563,6252,MOLT-4,-104
406563,5311,RPMI-8226,-104
406563,5311,SR,-104
29327,241902,HL-60,-104
72466,426756,RPMI-8226,-103
2123,3950,CCRF-CEM,-103
77082,123596,RPMI-8226,-103
123608,444795,K-562,-103
3385,135398738,HL-60,-103
163659,3902,MOLT-4,-103
4211,119182,RPMI-8226,-103
6252,126941,K-562,-103
5426,20279,RPMI-8226,-103
104741,3011155,CCRF-CEM,-103
2187,5311,CCRF-CEM,-103
68740,104842,K-562,-103
406563,2662,CCRF-CEM,-103
9444,241902,CCRF-CEM,-102
443939,5329102,K-562,-102
