drug_a,drug_b,cell_line,synergy
2723601,135398738,NCI-H322M,-169
451668,126941,HOP-92,-168
2123,6194,NCI-H322M,-168
135401907,126941,HOP-92,-168
2141,667490,NCI-H522,-168
5394,3902,NCI-H226,-168
135398738,3950,NCI-H322M,-168
4114,148124,NCI-H226,-168
45055483,5799,NCI-H322M,-168
5352062,20279,NCI-H322M,-168
5284616,20279,NCI-H322M,-167
119182,163659,NCI-H522,-167
123596,657237,EKVX,-167
460612,6194,NCI-H322M,-167
77082,2662,HOP-62,-166
6194,45055483,NCI-H522,-166
6252,126941,NCI-H322M,-166
2123,36462,NCI-H322M,-165
123608,444795,HOP-62,-165
5394,5453,NCI-H226,-165
104842,104741,NCI-H322M,-165
9941095,644241,NCI-H322M,-165
406563,426756,NCI-H322M,-165
5329102,5394,NCI-H322M,-164
148121,6252,NCI-H226,-164
2123,11683,HOP-92,-163
249332,5790,NCI-H322M,-163
3011155,5453,NCI-H322M,-163
5284616,3011155,NCI-H522,-162
454216,5394,HOP-62,-162
2141,454216,A549,-162
11683,135413520,NCI-H226,-162
2123,71384,NCI-H322M,-161
2907,444795,HOP-62,-161
2578,36314,NCI-H226,-161
4114,657237,NCI-H226,-161
3011155,667490,NCI-H23,-161
3062316,644241,NCI-H322M,-161
3385,11683,NCI-H322M,-160
5284616,2187,HOP-92,-160
2578,148124,NCI-H226,-160
406563,6442177,A549,-160
29327,241902,NCI-H522,-160
4114,148124,NCI-H322M,-159
45055483,5799,NCI-H522,-159
5426,249332,NCI-H23,-159
104842,2662,NCI-H322M,-159
2662,126941,NCI-H522,-159
5329102,5453,NCI-H322M,-159
5329102,3011155,NCI-H226,-159
119182,426756,NCI-H322M,-158
3011155,644241,NCI-H522,-158
5311,2662,NCI-H322M,-158
451668,457193,NCI-H226,-157
135401907,657237,HOP-92,-157
5790,5453,EKVX,-157
5790,2662,NCI-H226,-157
5790,126941,NCI-H226,-157
4114,36314,NCI-H522,-157
148121,20279,NCI-H226,-157
5284616,3902,NCI-H522,-156
104842,5284616,NCI-H322M,-156
249332,6252,NCI-H322M,-156
11683,216326,HOP-92,-156
2723601,62770,NCI-H322M,-156
5352062,5453,NCI-H322M,-156
29327,20279,EKVX,-156
3657,2662,HOP-62,-155
3657,123596,HOP-62,-155
4211,249332,HOP-62,-155
119182,126941,NCI-H522,-155
387447,20279,A549,-155
3011155,2187,NCI-H23,-155
9444,5790,NCI-H322M,-154
2733525,3902,NCI-H226,-154
6252,3902,NCI-H226,-154
6442177,60749,NCI-H322M,-154
20279,5453,NCI-H226,-153
657237,126941,NCI-H226,-153
3062316,5284616,NCI-H322M,-153
9703,20279,EKVX,-153
60699,457193,NCI-H226,-152
644241,3902,NCI-H522,-152
2733525,657237,NCI-H23,-151
5284616,2187,NCI-H522,-151
3657,5453,HOP-62,-151
241902,5790,NCI-H322M,-151
406563,6442177,EKVX,-151
5352062,2733525,NCI-H322M,-151
5352062,60953,NCI-H322M,-151
3950,4212,HOP-92,-151
3950,4212,NCI-H226,-151
29327,5394,EKVX,-151
460612,452548,NCI-H322M,-151
135401907,9444,HOP-92,-150
135401907,249332,HOP-92,-150
4842,454216,A549,-150
4842,126941,HOP-92,-150
135398738,11683,NCI-H226,-150
4114,126941,EKVX,-150
60953,2187,NCI-H322M,-150
2187,20279,NCI-H226,-150
5329102,426756,NCI-H322M,-150
2708,45055483,NCI-H522,-149
5453,457193,NCI-H522,-149
5311,3902,NCI-H322M,-149
6442177,20279,NCI-H322M,-149
135401907,241902,HOP-92,-148
5284616,126941,EKVX,-148
5746,36314,NCI-H522,-148
5394,20279,HOP-62,-148
135398738,452548,NCI-H322M,-148
135398738,45055483,NCI-H322M,-148
4114,457193,NCI-H23,-148
4114,3657,HOP-92,-148
119182,123596,HOP-92,-148
60749,3657,NCI-H322M,-148
60749,2187,HOP-92,-148
2723601,3385,EKVX,-148
123608,5799,HOP-92,-147
454216,426756,NCI-H322M,-147
454216,119182,NCI-H226,-147
6194,4212,NCI-H322M,-147
119182,126941,EKVX,-147
2723601,3950,NCI-H322M,-147
454216,3011155,A549,-146
135398738,11683,HOP-92,-146
241902,657237,NCI-H226,-146
36314,123596,NCI-H322M,-145
135398738,135413520,HOP-92,-145
60749,123596,NCI-H23,-145
3011155,2187,HOP-92,-145
3950,4212,EKVX,-145
29327,249332,NCI-H23,-145
6239,241902,NCI-H522,-144
6194,62770,NCI-H322M,-144
135398738,62770,NCI-H226,-144
119182,3902,NCI-H522,-144
60749,5453,NCI-H322M,-144
249332,2662,A549,-144
5311,2733525,NCI-H322M,-144
5352062,241902,NCI-H322M,-144
444795,3902,NCI-H226,-143
2123,452548,NCI-H322M,-143
4211,20279,NCI-H226,-143
148124,6252,NCI-H322M,-143
60953,126941,NCI-H522,-143
60699,148124,NCI-H322M,-142
6442177,6252,NCI-H322M,-142
5329102,5790,NCI-H322M,-142
29327,241902,HOP-62,-142
60749,126941,EKVX,-141
3011155,123596,HOP-92,-141
135413520,60198,HOP-92,-141
5311,2187,NCI-H322M,-141
406563,5790,NCI-H322M,-141
3950,135413520,HOP-62,-141
454216,249332,NCI-H226,-140
5746,457193,NCI-H23,-140
5746,241902,NCI-H522,-140
5746,126941,HOP-92,-140
6194,11683,HOP-92,-140
2578,657237,NCI-H322M,-140
135398738,62770,NCI-H322M,-140
60699,126941,NCI-H226,-140
148121,20279,HOP-62,-140
426756,457193,HOP-62,-139
241902,426756,HOP-62,-139
119182,123596,EKVX,-139
60953,3011155,NCI-H322M,-139
60953,3902,NCI-H522,-139
6442177,5790,NCI-H322M,-139
2723601,3385,NCI-H522,-139
3690,148124,NCI-H226,-138
451668,454216,NCI-H522,-138
426756,126941,HOP-92,-138
2907,457193,NCI-H522,-138
3657,5394,HOP-62,-138
4114,249332,NCI-H23,-138
3011155,123596,A549,-138
68740,60953,HOP-92,-138
5352062,3011155,NCI-H322M,-138
657237,5453,EKVX,-137
2733525,20279,HOP-62,-137
135398738,60198,HOP-92,-137
4114,249332,NCI-H522,-137
5426,454216,NCI-H23,-137
11683,452548,HOP-92,-137
2578,5453,NCI-H322M,-136
119182,123596,NCI-H522,-136
5426,126941,EKVX,-136
68740,60749,NCI-H522,-136
2723601,11683,NCI-H322M,-136
460612,11683,HOP-92,-136
9444,644241,NCI-H522,-135
135401907,148124,HOP-92,-135
6239,20279,EKVX,-135
439693,454216,NCI-H522,-135
426756,5453,NCI-H226,-135
119182,2187,NCI-H522,-135
5311,5790,NCI-H322M,-135
406563,119182,NCI-H522,-135
5329102,20279,NCI-H322M,-135
454216,444795,HOP-62,-134
2907,657237,NCI-H226,-134
5394,2733525,EKVX,-134
4114,4211,NCI-H23,-134
119182,6252,NCI-H322M,-134
3062316,426756,NCI-H322M,-134
9444,241902,NCI-H322M,-133
657237,5453,NCI-H226,-133
454216,657237,NCI-H226,-133
2578,667490,NCI-H522,-133
135398738,45055483,HOP-92,-133
5426,20279,EKVX,-133
3011155,2187,NCI-H522,-133
60953,454216,HOP-92,-133
6442177,426756,NCI-H322M,-133
126941,9941095,NCI-H522,-133
123596,20279,EKVX,-133
451668,249332,NCI-H522,-132
426756,3902,NCI-H226,-132
6252,457193,HOP-62,-132
387447,5935,NCI-H322M,-132
123596,5394,HOP-62,-132
9941095,426756,NCI-H322M,-132
406563,2733525,NCI-H322M,-132
2723601,3385,NCI-H23,-132
148121,9941095,NCI-H322M,-132
29327,36314,NCI-H226,-132
9444,60953,NCI-H522,-131
4842,36314,NCI-H322M,-131
135398738,62770,HOP-92,-131
60749,644241,NCI-H522,-131
387447,148124,A549,-131
5311,5453,NCI-H322M,-131
2187,249332,NCI-H226,-131
406563,5394,NCI-H322M,-131
9703,657237,NCI-H226,-131
9444,3011155,NCI-H226,-130
657237,6252,EKVX,-130
135401907,657237,EKVX,-130
5284616,2187,NCI-H23,-130
4114,5284616,NCI-H23,-130
241902,426756,NCI-H226,-130
249332,457193,A549,-130
387447,249332,NCI-H322M,-130
60953,644241,HOP-92,-130
406563,644241,HOP-92,-130
2478,457193,NCI-H226,-130
3690,454216,NCI-H522,-129
443939,5394,HOP-62,-129
36314,5453,NCI-H322M,-129
6239,72466,HOP-62,-129
426756,126941,NCI-H226,-129
2907,5394,HOP-62,-129
5746,667490,HOP-92,-129
2708,135413520,NCI-H322M,-129
5394,2733525,HOP-92,-129
5426,657237,EKVX,-129
11683,60198,NCI-H322M,-129
2478,148124,HOP-92,-129
5329102,5394,NCI-H226,-129
5352062,3902,NCI-H322M,-129
29327,657237,NCI-H226,-129
2123,62770,NCI-H322M,-128
2907,457193,A549,-128
3657,249332,HOP-62,-128
57469,163659,NCI-H226,-128
57469,5394,NCI-H322M,-128
4211,5453,NCI-H322M,-128
60749,2662,NCI-H322M,-128
249332,6252,NCI-H522,-128
3011155,104741,HOP-92,-128
11683,216326,NCI-H322M,-128
2187,6442177,NCI-H23,-128
135401907,77082,NCI-H23,-127
5746,657237,NCI-H226,-127
135398738,5799,NCI-H226,-127
119182,104741,EKVX,-127
5311,444795,NCI-H322M,-127
9941095,5790,NCI-H322M,-127
5799,5394,NCI-H322M,-127
60749,3902,NCI-H522,-126
3011155,644241,A549,-126
11683,60198,NCI-H23,-126
2187,426756,NCI-H226,-126
644241,5394,HOP-92,-126
406563,6442177,NCI-H522,-126
148121,20279,HOP-92,-126
2907,148124,NCI-H322M,-125
6194,3950,NCI-H322M,-125
4114,657237,EKVX,-125
387447,457193,NCI-H322M,-125
3011155,644241,NCI-H23,-125
5311,3902,NCI-H522,-125
2478,454216,NCI-H322M,-125
148121,60953,NCI-H226,-125
657237,126941,HOP-62,-124
443939,657237,HOP-62,-124
3385,11683,HOP-92,-124
5284616,5394,HOP-92,-124
2907,148124,NCI-H522,-124
9887053,667490,NCI-H522,-124
60749,3011155,NCI-H522,-124
104842,657237,NCI-H322M,-124
68740,426756,NCI-H322M,-124
9941095,5394,NCI-H322M,-124
2478,2733525,HOP-62,-124
9703,5790,EKVX,-124
72466,644241,EKVX,-123
123608,657237,HOP-92,-123
3385,3950,NCI-H322M,-123
5394,2733525,HOP-62,-123
119182,2662,NCI-H322M,-123
60749,20279,NCI-H322M,-123
249332,126941,A549,-123
123596,6252,EKVX,-123
2478,36314,NCI-H322M,-123
5329102,644241,NCI-H226,-123
123608,148124,NCI-H522,-122
426756,126941,A549,-122
454216,5453,NCI-H226,-122
5746,72466,EKVX,-122
5394,457193,EKVX,-122
148124,3011155,NCI-H522,-122
6252,126941,HOP-92,-122
5426,20279,NCI-H23,-122
11683,135413520,NCI-H322M,-122
2662,3902,NCI-H226,-122
123596,5394,EKVX,-122
123596,3902,A549,-122
406563,3902,NCI-H522,-122
5329102,60749,NCI-H322M,-122
5352062,249332,NCI-H322M,-122
9444,3011155,NCI-H522,-121
9444,3902,NCI-H522,-121
6239,657237,NCI-H226,-121
2733525,6252,EKVX,-121
2733525,126941,A549,-121
454216,5394,NCI-H226,-121
9887053,148124,NCI-H226,-121
2708,62770,HOP-92,-121
241902,5453,NCI-H322M,-121
5426,6252,NCI-H23,-121
104842,5394,NCI-H522,-121
387447,9444,NCI-H322M,-121
387447,126941,NCI-H322M,-121
5311,5394,NCI-H522,-121
3062316,5453,NCI-H322M,-121
123596,2662,NCI-H226,-121
3950,452548,NCI-H322M,-121
36314,3011155,A549,-120
4211,5453,NCI-H226,-120
4114,457193,HOP-62,-120
60749,6252,NCI-H322M,-120
68740,123596,HOP-92,-120
644241,444795,NCI-H23,-120
406563,123596,HOP-92,-120
451668,241902,NCI-H226,-119
135401907,241902,HOP-62,-119
3385,5799,NCI-H522,-119
5394,426756,EKVX,-119
60749,444795,NCI-H322M,-119
60749,644241,HOP-92,-119
148124,119182,NCI-H322M,-119
148124,3902,NCI-H522,-119
5453,126941,HOP-92,-119
3011155,457193,NCI-H322M,-119
5311,123596,A549,-119
60953,123596,A549,-119
644241,4211,NCI-H322M,-119
5329102,9941095,NCI-H322M,-119
9703,5799,NCI-H522,-119
9444,60953,NCI-H226,-118
451668,249332,EKVX,-118
123608,657237,EKVX,-118
2708,11683,NCI-H226,-118
6194,216326,NCI-H322M,-118
5426,5394,NCI-H322M,-118
104842,3011155,NCI-H522,-118
3011155,457193,NCI-H522,-118
5311,60749,NCI-H322M,-118
60953,644241,A549,-118
11683,452548,NCI-H322M,-118
2662,126941,HOP-62,-118
126941,5352062,HOP-62,-118
451668,36314,HOP-62,-117
6239,5935,NCI-H23,-117
454216,426756,NCI-H226,-117
2907,241902,HOP-92,-117
2907,249332,HOP-92,-117
6194,71384,NCI-H322M,-117
4211,20279,A549,-117
4211,657237,NCI-H226,-117
119182,644241,EKVX,-117
5453,3902,NCI-H226,-117
60953,3011155,NCI-H522,-117
2187,657237,NCI-H226,-117
6442177,5453,NCI-H322M,-117
644241,657237,NCI-H522,-117
406563,657237,NCI-H522,-117
20279,126941,A549,-116
135401907,443939,HOP-92,-116
57469,148124,NCI-H226,-116
135398738,62770,NCI-H522,-116
4114,148124,HOP-92,-116
119182,3011155,NCI-H522,-116
60749,60953,NCI-H322M,-116
60749,123596,HOP-92,-116
3011155,3902,NCI-H322M,-116
60953,444795,NCI-H322M,-116
60953,5453,NCI-H322M,-116
104741,2662,HOP-62,-116
68740,444795,HOP-62,-116
2478,77082,HOP-92,-116
2478,5394,HOP-62,-116
148121,457193,NCI-H226,-116
443939,36314,NCI-H522,-115
451668,36314,NCI-H226,-115
5746,457193,HOP-62,-115
2708,36462,NCI-H322M,-115
57469,657237,NCI-H322M,-115
4114,3657,NCI-H23,-115
241902,5453,NCI-H226,-115
6252,126941,A549,-115
104842,60749,NCI-H322M,-115
60953,457193,NCI-H322M,-115
406563,5311,NCI-H522,-115
406563,9941095,NCI-H226,-115
2723601,11683,NCI-H226,-115
5352062,457193,NCI-H322M,-115
9703,6252,EKVX,-115
9444,148124,NCI-H322M,-114
2733525,444795,EKVX,-114
426756,3902,NCI-H522,-114
9887053,126941,NCI-H226,-114
2141,148124,NCI-H226,-114
2578,126941,NCI-H226,-114
119182,3011155,EKVX,-114
119182,667490,EKVX,-114
60699,36314,NCI-H322M,-114
104842,119182,NCI-H322M,-114
3011155,77082,NCI-H322M,-114
60953,644241,NCI-H522,-114
11683,60198,NCI-H226,-114
104741,5394,HOP-62,-114
2187,6252,HOP-62,-114
406563,6442177,NCI-H322M,-114
29327,5453,NCI-H322M,-114
657237,126941,HOP-92,-113
439693,60749,NCI-H226,-113
5284616,6252,NCI-H322M,-113
57469,5453,NCI-H322M,-113
2578,148124,NCI-H522,-113
60749,644241,EKVX,-113
60749,667490,NCI-H322M,-113
5426,148124,NCI-H23,-113
3011155,104741,NCI-H322M,-113
68740,60953,NCI-H23,-113
644241,2187,NCI-H522,-113
5329102,2662,NCI-H226,-113
148121,5453,NCI-H322M,-113
9703,454216,HOP-62,-113
62770,135413520,EKVX,-113
29327,5799,HOP-62,-113
460612,71384,NCI-H322M,-113
5799,249332,NCI-H322M,-113
444795,126941,NCI-H522,-112
451668,20279,EKVX,-112
451668,36314,HOP-92,-112
6239,36314,NCI-H522,-112
6239,148124,NCI-H522,-112
6239,249332,NCI-H522,-112
2141,148124,NCI-H522,-112
3657,5311,HOP-92,-112
3657,3902,NCI-H322M,-112
2578,454216,NCI-H322M,-112
4114,36314,HOP-62,-112
119182,3657,EKVX,-112
119182,4211,NCI-H322M,-112
119182,2187,HOP-92,-112
60749,457193,NCI-H322M,-112
60749,3011155,NCI-H322M,-112
60749,2187,NCI-H322M,-112
148124,2187,NCI-H522,-112
5426,5453,NCI-H322M,-112
104842,3902,NCI-H522,-112
249332,5453,NCI-H522,-112
9941095,3011155,NCI-H322M,-112
5352062,657237,NCI-H322M,-112
148121,3011155,NCI-H226,-112
29327,163659,EKVX,-112
9444,104741,NCI-H522,-111
2123,3950,NCI-H322M,-111
2141,5935,NCI-H522,-111
2578,657237,NCI-H522,-111
4114,20279,NCI-H226,-111
3011155,444795,NCI-H23,-111
5311,3902,NCI-H226,-111
2187,5394,NCI-H322M,-111
406563,444795,NCI-H322M,-111
406563,5284616,NCI-H522,-111
406563,123596,NCI-H226,-111
657237,20279,EKVX,-110
77082,457193,HOP-62,-110
6239,5799,HOP-92,-110
5284616,123596,HOP-92,-110
2907,148124,EKVX,-110
2141,241902,NCI-H226,-110
2578,5799,NCI-H322M,-110
60749,2187,NCI-H522,-110
5426,119182,NCI-H23,-110
5311,36314,NCI-H226,-110
68740,5394,NCI-H322M,-110
72466,5394,EKVX,-109
72466,5394,NCI-H322M,-109
135401907,249332,HOP-62,-109
6239,657237,HOP-62,-109
123608,163659,HOP-92,-109
123608,5935,HOP-92,-109
5284616,3011155,HOP-92,-109
4842,457193,HOP-62,-109
5394,126941,HOP-62,-109
4211,5394,NCI-H322M,-109
135398738,135413520,NCI-H322M,-109
119182,5394,HOP-92,-109
60699,20279,NCI-H522,-109
60699,5394,NCI-H322M,-109
60749,2733525,A549,-109
60749,104741,HOP-92,-109
148124,444795,NCI-H322M,-109
249332,3902,EKVX,-109
60953,2187,HOP-92,-109
3062316,20279,NCI-H322M,-109
6239,5799,NCI-H23,-108
2733525,5453,HOP-62,-108
5284616,657237,NCI-H322M,-108
5746,454216,NCI-H23,-108
2708,460612,NCI-H322M,-108
57469,5790,NCI-H322M,-108
2578,5935,NCI-H322M,-108
241902,6252,NCI-H226,-108
119182,5394,EKVX,-108
5426,657237,NCI-H226,-108
5426,5799,NCI-H322M,-108
104842,241902,NCI-H322M,-108
249332,126941,HOP-92,-108
387447,5790,NCI-H322M,-108
387447,126941,A549,-108
3011155,2733525,NCI-H23,-108
2187,5790,NCI-H322M,-108
2187,5453,NCI-H322M,-108
5329102,2662,NCI-H322M,-108
148121,36314,NCI-H226,-108
29327,657237,EKVX,-108
29327,444795,HOP-62,-108
2123,62770,HOP-62,-107
135401907,36314,HOP-62,-107
135401907,454216,NCI-H322M,-107
123608,126941,HOP-92,-107
4842,667490,HOP-92,-107
2907,5394,NCI-H322M,-107
5746,444795,NCI-H322M,-107
2141,20279,NCI-H226,-107
5394,249332,HOP-62,-107
2578,20279,NCI-H522,-107
4114,119182,NCI-H226,-107
60749,4211,NCI-H322M,-107
3011155,5394,HOP-92,-107
104741,20279,NCI-H226,-107
104741,5453,NCI-H322M,-107
2187,426756,HOP-62,-107
6442177,9444,NCI-H322M,-107
406563,3011155,HOP-92,-107
5329102,119182,NCI-H226,-107
29327,454216,NCI-H522,-107
2733525,3902,HOP-62,-106
426756,126941,NCI-H522,-106
3657,5453,NCI-H322M,-106
2578,5790,NCI-H322M,-106
119182,241902,NCI-H322M,-106
119182,60953,NCI-H322M,-106
104842,5394,NCI-H226,-106
68740,3902,NCI-H322M,-106
6442177,657237,NCI-H322M,-106
9941095,657237,NCI-H322M,-106
644241,5453,NCI-H23,-106
3690,657237,NCI-H226,-105
3690,5453,NCI-H322M,-105
657237,5790,EKVX,-105
451668,148124,HOP-92,-105
123608,457193,A549,-105
2578,20279,NCI-H226,-105
119182,3902,NCI-H322M,-105
60699,20279,NCI-H322M,-105
60699,667490,NCI-H226,-105
60749,657237,NCI-H522,-105
5426,20279,HOP-62,-105
5426,60749,NCI-H522,-105
3011155,3902,NCI-H226,-105
5311,644241,A549,-105
60953,3902,NCI-H322M,-105
406563,119182,NCI-H322M,-105
9703,77082,HOP-62,-105
29327,119182,EKVX,-105
20279,3902,EKVX,-104
657237,3902,NCI-H522,-104
443939,60953,HOP-92,-104
439693,20279,NCI-H226,-104
5284616,60953,HOP-92,-104
4842,5453,EKVX,-104
6194,45055483,HOP-92,-104
57469,60749,NCI-H322M,-104
241902,20279,NCI-H226,-104
119182,657237,NCI-H322M,-104
119182,3902,HOP-92,-104
5426,249332,NCI-H522,-104
104842,249332,NCI-H522,-104
104741,119182,HOP-92,-104
2187,5453,NCI-H226,-104
68740,644241,HOP-62,-104
123596,5790,A549,-104
5329102,123596,NCI-H226,-104
3950,5799,NCI-H23,-104
5799,644241,NCI-H322M,-104
77082,5453,NCI-H322M,-103
123608,60749,A549,-103
3385,5799,HOP-92,-103
5746,249332,HOP-92,-103
5790,126941,A549,-103
3657,6252,NCI-H322M,-103
4211,444795,HOP-62,-103
4114,457193,HOP-92,-103
241902,3062316,HOP-62,-103
60699,657237,NCI-H322M,-103
60699,148124,A549,-103
60749,5394,EKVX,-103
5311,60749,NCI-H226,-103
11683,135413520,EKVX,-103
