drug_a,drug_b,cell_line,synergy
119182,667490,U251,-110
3011155,20279,SF295,-110
60953,454216,SF295,-110
3690,4211,SF295,-109
451668,148124,SF539,-109
135401907,104842,SNB75,-109
123608,657237,SF539,-109
454216,5394,U251,-109
5394,2662,U251,-109
9941095,426756,SF539,-109
9941095,60749,SF539,-109
406563,6442177,SNB75,-109
3690,9444,SF295,-108
2733525,126941,SF268,-108
241902,3902,SF268,-108
60749,657237,U251,-108
5426,20279,U251,-108
104842,5284616,SNB75,-108
5311,426756,SF268,-108
9941095,5394,SNB75,-108
644241,4211,U251,-108
2478,36314,SF268,-108
2478,5394,SF295,-108
443939,5329102,U251,-107
5284616,119182,SF295,-107
454216,36314,SF268,-107
2907,2733525,SF295,-107
123596,5453,U251,-107
644241,5394,SF539,-107
9703,126941,SF539,-107
454216,5394,SF295,-106
4211,426756,SNB75,-106
60749,3902,SF295,-106
148124,454216,SNB75,-106
249332,457193,U251,-106
5329102,123596,SNB75,-106
460612,135413520,SNB75,-106
36314,119182,SF268,-105
163659,123596,U251,-105
454216,426756,SF539,-105
454216,119182,SF295,-105
2907,148124,U251,-105
2578,36314,SF268,-105
241902,119182,SF268,-105
119182,657237,SF295,-105
3011155,3902,SNB75,-105
60953,5394,SNB75,-105
148121,5790,SF539,-105
4842,5935,SNB75,-104
2578,119182,SF539,-104
119182,5394,U251,-104
119182,2662,SF295,-104
60749,444795,SF268,-104
60749,3657,SF539,-104
6252,126941,U251,-104
104741,3011155,SF539,-104
3062316,5394,SNB75,-104
2478,72466,SF268,-104
2478,457193,U251,-104
2478,4211,U251,-104
5329102,119182,U251,-104
5329102,104842,SF268,-104
5329102,104842,SNB75,-104
9703,20279,SF539,-104
123608,454216,SF539,-103
2907,36314,U251,-103
9887053,454216,U251,-103
2141,163659,SF539,-103
2708,11683,SF295,-103
2578,126941,SF295,-103
4114,148124,SF295,-103
60749,444795,SNB75,-103
3011155,249332,SF295,-103
2187,60953,U251,-103
6442177,123596,U251,-103
9941095,2733525,SF268,-103
406563,123596,SF268,-103
9444,5394,SF268,-102
443939,5329102,SF539,-102
36314,426756,SF268,-102
123608,454216,SF268,-102
454216,6252,U251,-102
2907,148124,SNB75,-102
2141,163659,SF295,-102
57469,444795,SF539,-102
57469,163659,SF295,-102
60749,119182,SF268,-102
249332,126941,SF268,-102
104741,5284616,U251,-102
104741,60953,SF539,-102
6442177,426756,U251,-102
9941095,657237,SF539,-102
406563,60749,SF268,-102
5329102,123596,U251,-102
5799,9941095,U251,-102
9444,6252,SF539,-101
443939,36314,U251,-101
123608,5453,U251,-101
439693,148124,SF295,-101
2907,5799,U251,-101
2141,249332,SF268,-101
3657,249332,SF268,-101
5394,6252,U251,-101
57469,5799,SF539,-101
2578,126941,SF539,-101
5453,3902,SF268,-101
3011155,426756,SF295,-101
2187,60749,SNB75,-101
6442177,3902,U251,-101
644241,657237,U251,-101
644241,123596,U251,-101
406563,644241,U251,-101
6239,667490,SF539,-100
57469,148124,SF268,-100
135398738,11683,SF295,-100
104741,2662,SF268,-100
9941095,5453,SNB75,-100
5329102,60953,SF539,-100
9703,657237,SF268,-100
5799,6252,U251,-100
9444,5453,SF539,-99
9444,2187,SF268,-99
20279,126941,U251,-99
3690,119182,SF539,-99
6239,454216,U251,-99
123608,2733525,SF295,-99
5284616,5394,SNB75,-99
5394,657237,U251,-99
60749,426756,SF268,-99
60749,123596,U251,-99
3062316,457193,SF539,-99
644241,2187,SF295,-99
406563,457193,SF295,-99
406563,123596,SNB75,-99
5329102,60953,U251,-99
3690,5394,SF295,-98
77082,444795,U251,-98
6239,20279,SF539,-98
2907,6252,SF539,-98
5394,5453,U251,-98
4211,644241,SF539,-98
241902,5453,SF295,-98
60749,3657,SF295,-98
60749,249332,SNB75,-98
5311,123596,SNB75,-98
20279,126941,SF539,-97
5284616,657237,SF539,-97
9887053,126941,SF539,-97
241902,104842,SF539,-97
60749,5394,SF268,-97
3011155,644241,U251,-97
60953,4211,SF295,-97
9941095,2733525,SF539,-97
644241,163659,SF295,-97
5799,249332,SF268,-97
9444,60749,SF539,-96
451668,5935,SF539,-96
6239,657237,SNB75,-96
123608,457193,SF268,-96
439693,2733525,U251,-96
60749,119182,U251,-96
60749,104741,U251,-96
6252,457193,U251,-96
104842,5790,SNB75,-96
60953,444795,SNB75,-96
68740,36314,U251,-96
644241,4211,SF295,-96
406563,426756,SF268,-96
406563,123596,U251,-96
5329102,644241,SNB75,-96
3690,148124,SF295,-95
443939,5394,SNB75,-95
451668,60749,SF539,-95
77082,457193,SF539,-95
135401907,60749,SNB75,-95
439693,5394,U251,-95
439693,6252,SF295,-95
454216,5352062,SF268,-95
4842,148124,SF268,-95
4842,148124,SF295,-95
2907,444795,SF295,-95
5746,454216,SF268,-95
2141,20279,SF539,-95
241902,6252,U251,-95
3011155,5453,SF295,-95
104741,123596,SNB75,-95
2187,36314,SF539,-95
68740,644241,U251,-95
6442177,644241,SF539,-95
9941095,5453,SF539,-95
3690,657237,SF295,-94
3690,457193,SF539,-94
657237,2662,U251,-94
77082,5352062,U251,-94
5284616,60749,SF539,-94
5284616,60953,SF295,-94
2907,457193,SF295,-94
2907,5935,SF295,-94
5746,457193,SNB75,-94
2708,135413520,SNB75,-94
6194,45055483,SF539,-94
119182,123596,U251,-94
60749,457193,U251,-94
60749,2662,U251,-94
5453,126941,U251,-94
249332,3902,SF539,-94
60953,454216,SF268,-94
3062316,6252,SF539,-94
9941095,20279,U251,-94
148121,6252,U251,-94
9703,20279,U251,-94
451668,20279,SF539,-93
439693,119182,U251,-93
454216,2662,U251,-93
4842,5394,SF268,-93
4211,123596,SNB75,-93
119182,3657,SF295,-93
119182,2187,SNB75,-93
148124,20279,SF268,-93
148124,60749,SF268,-93
11683,135413520,SF295,-93
9941095,104842,SNB75,-93
148121,6252,SF539,-93
148121,3062316,SNB75,-93
657237,126941,U251,-92
443939,60749,SF539,-92
135401907,657237,SNB75,-92
2907,457193,U251,-92
5746,6252,SF295,-92
2141,2733525,U251,-92
2578,148124,SF539,-92
241902,457193,SF295,-92
119182,2187,SF295,-92
60749,667490,SNB75,-92
148124,249332,SF268,-92
249332,5790,U251,-92
2187,5394,SF539,-92
3062316,644241,U251,-92
6442177,119182,SF539,-92
9703,2733525,SF539,-92
20279,2662,SF539,-91
451668,5799,SF539,-91
135401907,249332,SNB75,-91
123608,657237,SNB75,-91
5284616,644241,SF268,-91
9887053,20279,SF539,-91
5746,241902,SF295,-91
5394,126941,SF268,-91
57469,20279,U251,-91
57469,4211,U251,-91
4211,20279,SF295,-91
119182,5394,SNB75,-91
60749,2733525,SF268,-91
135413520,123631,SNB75,-91
60953,454216,U251,-91
11683,135413520,SF539,-91
68740,5394,U251,-91
126941,457193,SNB75,-91
123596,2662,SF268,-91
644241,2733525,SF539,-91
406563,2662,U251,-91
406563,3062316,U251,-91
2478,443939,U251,-91
2478,241902,SF295,-91
29327,126941,U251,-91
5799,2733525,SF539,-91
20279,3902,SF268,-90
135401907,126941,SNB75,-90
6239,5790,SNB75,-90
454216,5352062,SF295,-90
2907,241902,SF268,-90
5746,5394,SF268,-90
60749,426756,SNB75,-90
60749,119182,SF295,-90
2187,119182,SF295,-90
3062316,644241,SF268,-90
644241,241902,SNB75,-90
9444,60953,SF268,-89
451668,148124,U251,-89
2578,657237,SF295,-89
2578,249332,U251,-89
3011155,2662,SF295,-89
60953,123596,SF268,-89
104741,5394,SNB75,-89
68740,123596,SF268,-89
6442177,2733525,SF539,-89
126941,104842,U251,-89
9941095,60749,U251,-89
9941095,2662,SF539,-89
406563,20279,SF268,-89
20279,5453,SF539,-88
2733525,3902,U251,-88
5284616,123596,SF268,-88
2907,5799,SF295,-88
2141,148124,SF295,-88
2141,667490,SF539,-88
3657,249332,U251,-88
6194,62770,SNB75,-88
4211,5394,U251,-88
119182,3011155,SF539,-88
5311,20279,SF268,-88
60953,444795,SF268,-88
6442177,123596,SNB75,-88
644241,3902,U251,-88
406563,5394,SF268,-88
2478,457193,SNB75,-88
9703,5453,SF539,-88
20279,5790,SF539,-87
443939,457193,SF295,-87
6239,60749,SF539,-87
3385,36462,SF295,-87
2141,657237,SF295,-87
2708,2123,SNB75,-87
5394,3902,SF268,-87
57469,4211,SF539,-87
2578,657237,SF539,-87
60749,657237,SF539,-87
60749,4211,SF295,-87
249332,126941,SF539,-87
5311,2662,SF268,-87
2187,444795,SNB75,-87
6442177,5453,SF539,-87
126941,9444,SNB75,-87
2478,3657,U251,-87
20279,249332,U251,-86
2123,443939,SF295,-86
6239,2733525,SF295,-86
123608,148124,SF268,-86
5284616,657237,SNB75,-86
4842,457193,SF268,-86
5426,657237,SF295,-86
3011155,241902,SNB75,-86
5311,5284616,SNB75,-86
60953,241902,SF295,-86
104741,426756,SNB75,-86
2187,5311,SF539,-86
9941095,444795,U251,-86
2478,119182,SF268,-86
2478,119182,SF295,-86
5329102,2733525,SF268,-86
5352062,457193,SF268,-86
3950,45055483,SF268,-86
5799,2733525,U251,-86
9444,104741,SF268,-85
3690,5394,SF539,-85
77082,9444,SF295,-85
77082,657237,U251,-85
5284616,2187,SNB75,-85
454216,5394,SF268,-85
57469,454216,SF268,-85
4211,123596,U251,-85
241902,3902,SF295,-85
104741,5284616,SF539,-85
2187,6442177,SNB75,-85
6442177,5394,SF539,-85
6442177,3011155,U251,-85
9941095,123596,U251,-85
644241,426756,SF539,-85
5352062,123596,SF268,-85
3950,135413520,U251,-85
20279,2662,SF268,-84
72466,657237,SF539,-84
72466,5790,SNB75,-84
36314,3902,SNB75,-84
5284616,457193,SF295,-84
426756,126941,SF268,-84
4842,3657,SNB75,-84
2907,444795,SNB75,-84
5746,5394,SF295,-84
57469,119182,SF539,-84
57469,126941,SF539,-84
4211,5394,SF295,-84
60749,104741,SNB75,-84
5311,249332,SNB75,-84
68740,444795,U251,-84
3062316,104842,SNB75,-84
6442177,5790,SF539,-84
126941,148124,SNB75,-84
406563,5284616,U251,-84
406563,249332,SNB75,-84
3690,5453,SF295,-83
3690,5935,SF539,-83
443939,657237,U251,-83
72466,6442177,U251,-83
77082,20279,SF295,-83
135401907,5394,SF268,-83
71384,45055483,SF268,-83
5284616,20279,U251,-83
5284616,241902,SF295,-83
2141,5790,SF539,-83
2141,60749,U251,-83
57469,5799,U251,-83
241902,426756,SF268,-83
119182,3011155,U251,-83
119182,60953,U251,-83
60749,5394,SNB75,-83
2187,6442177,SF539,-83
6442177,444795,SF539,-83
126941,5352062,U251,-83
123596,3902,SF268,-83
9941095,60953,SF268,-83
644241,657237,SF295,-83
406563,9444,SF539,-83
406563,3902,U251,-83
406563,5329102,SF539,-83
5329102,657237,U251,-83
5799,123596,SNB75,-83
443939,5790,SF539,-82
36314,5394,SF268,-82
123608,126941,SF539,-82
2907,77082,SNB75,-82
60749,60953,U251,-82
60749,644241,U251,-82
5426,20279,SF539,-82
104842,148124,SF268,-82
3011155,5394,SNB75,-82
5311,119182,SF268,-82
6442177,3011155,SF539,-82
126941,5284616,SNB75,-82
644241,2187,U251,-82
406563,119182,U251,-82
406563,3902,SNB75,-82
5329102,457193,SF539,-82
5329102,2662,U251,-82
9703,444795,SF295,-82
135401907,36314,U251,-81
123608,148124,SF295,-81
3385,4212,SF295,-81
439693,657237,SF295,-81
439693,444795,U251,-81
2907,454216,SF539,-81
2141,20279,U251,-81
2141,60749,SF539,-81
4211,119182,SF539,-81
4114,60749,SF539,-81
4114,126941,U251,-81
60749,123596,SF268,-81
3011155,241902,SF295,-81
2187,9444,SF539,-81
68740,20279,SF539,-81
68740,5453,SF295,-81
68740,2662,SF268,-81
6442177,5394,SNB75,-81
6442177,119182,U251,-81
6442177,3062316,U251,-81
406563,60749,SF295,-81
2478,249332,SF539,-81
5329102,5352062,SF539,-81
5352062,657237,SF268,-81
148121,60953,SF539,-81
9703,77082,U251,-81
443939,9444,U251,-80
6239,444795,SNB75,-80
123608,5453,SF268,-80
9887053,241902,U251,-80
6194,45055483,SF268,-80
4211,5394,SF539,-80
2578,36314,U251,-80
2578,454216,U251,-80
2578,667490,SF539,-80
4114,20279,U251,-80
60749,60953,SNB75,-80
60749,2662,SF295,-80
60953,2187,SF539,-80
11683,71384,SNB75,-80
2187,249332,SF539,-80
3062316,123596,U251,-80
123596,2733525,U251,-80
644241,77082,U251,-80
406563,5453,SF268,-80
406563,3902,SF539,-80
5329102,104842,SF539,-80
3950,4212,SF539,-80
9444,2187,SNB75,-79
3690,5935,SF295,-79
443939,5453,SF539,-79
451668,104842,U251,-79
2123,11683,SF295,-79
6239,4211,SNB75,-79
2733525,657237,U251,-79
439693,20279,SF539,-79
439693,457193,U251,-79
5790,457193,SF268,-79
5790,457193,SF539,-79
3657,457193,SF268,-79
5394,2733525,SF268,-79
57469,249332,SF268,-79
4211,5453,SF295,-79
2578,4211,SF539,-79
2578,249332,SF295,-79
135398738,60198,SF268,-79
5311,36314,SF539,-79
60953,454216,SF539,-79
60953,241902,SNB75,-79
60953,667490,SF539,-79
11683,60198,SF295,-79
2187,5284616,SF295,-79
2187,2662,U251,-79
3062316,20279,SNB75,-79
6442177,5394,SF268,-79
123596,20279,U251,-79
9941095,5790,SF539,-79
9941095,123596,SNB75,-79
644241,2662,SF295,-79
406563,60749,U251,-79
406563,644241,SF539,-79
2478,444795,SF295,-79
2723601,62770,SNB75,-79
148121,249332,SNB75,-79
148121,3011155,U251,-79
29327,20279,SF539,-79
3690,444795,SF295,-78
3690,36314,U251,-78
451668,126941,U251,-78
36462,45055483,SF268,-78
439693,6252,U251,-78
5284616,2187,SF268,-78
2141,5935,SF295,-78
5394,426756,U251,-78
57469,657237,U251,-78
5453,2662,SF268,-78
3011155,77082,SF295,-78
3011155,4211,U251,-78
3062316,20279,SF539,-78
6442177,657237,U251,-78
6442177,5453,U251,-78
9941095,5311,SF539,-78
9941095,644241,SNB75,-78
9703,5799,U251,-78
29327,241902,SF268,-78
443939,36314,SF539,-77
36314,657237,SF268,-77
2907,77082,SF539,-77
3657,426756,SF295,-77
57469,454216,SF295,-77
119182,3902,SNB75,-77
60749,2733525,SNB75,-77
60749,126941,SF295,-77
60749,667490,SF268,-77
104842,657237,SNB75,-77
5311,148124,SF268,-77
5311,6252,SF539,-77
60953,444795,SF539,-77
104741,2662,U251,-77
104741,9941095,SF539,-77
2187,20279,SF539,-77
2187,36314,SF295,-77
6442177,3011155,SF268,-77
406563,104842,SNB75,-77
2478,241902,U251,-77
2478,5935,SNB75,-77
5329102,657237,SF268,-77
5329102,444795,U251,-77
2723601,3385,SF268,-77
2723601,3385,SF295,-77
148121,6442177,SF295,-77
29327,444795,U251,-77
29327,249332,SF268,-77
460612,135413520,SF295,-77
9444,5284616,SF268,-76
3690,119182,SF295,-76
444795,3902,U251,-76
443939,3011155,SF295,-76
72466,20279,SF539,-76
36314,249332,SF268,-76
2123,36462,SF295,-76
2123,36462,SF539,-76
2708,45055483,SNB75,-76
3657,5394,SF539,-76
60749,163659,SNB75,-76
60749,249332,SF268,-76
148124,5394,SF539,-76
148124,119182,SF268,-76
148124,3011155,SNB75,-76
60953,123596,U251,-76
11683,216326,SF295,-76
104741,60953,U251,-76
3062316,657237,SF539,-76
6442177,3902,SF268,-76
9941095,3902,U251,-76
2723601,135398738,SF295,-76
3950,135413520,SF539,-76
29327,5799,SF295,-76
460612,62770,SF295,-76
20279,5790,SF268,-75
3690,104842,SF295,-75
443939,60953,SF295,-75
6239,104842,SF539,-75
71384,135413520,SNB75,-75
123608,657237,SF295,-75
123608,5394,SF295,-75
439693,3657,SF295,-75
439693,241902,SF539,-75
439693,6252,SF539,-75
5284616,3902,SF295,-75
163659,6252,U251,-75
454216,249332,SNB75,-75
4212,45055483,SF539,-75
2141,667490,SF295,-75
2141,5799,SF295,-75
6194,216326,SF268,-75
4211,657237,U251,-75
241902,2662,SF295,-75
60749,644241,SF539,-75
148124,241902,SF539,-75
11683,3950,SF268,-75
3062316,5394,U251,-75
6442177,9444,SF539,-75
6442177,644241,SF268,-75
123596,5790,SNB75,-75
123596,5453,SF268,-75
9941095,5352062,SF539,-75
2478,20279,U251,-75
2478,249332,U251,-75
5352062,5284616,SF268,-75
148121,5352062,SF268,-75
444795,2662,U251,-74
443939,644241,SNB75,-74
123608,9444,SF539,-74
123608,444795,SF295,-74
123608,36314,SF539,-74
123608,60749,SF295,-74
123608,148124,U251,-74
3385,5799,SNB75,-74
439693,5935,SF539,-74
454216,426756,SF268,-74
4842,457193,SF295,-74
4842,667490,SF539,-74
2907,60749,SNB75,-74
5790,126941,SF268,-74
2141,60749,SF268,-74
5394,126941,U251,-74
119182,104741,SNB75,-74
249332,6252,U251,-74
249332,2662,U251,-74
104741,5311,SF539,-74
3062316,60749,SF539,-74
126941,9941095,SF539,-74
123596,6252,SF268,-74
644241,426756,SNB75,-74
2478,163659,SF295,-74
2478,5394,U251,-74
2478,5799,SNB75,-74
5329102,2662,SNB75,-74
5329102,9941095,SF268,-74
2723601,11683,SF295,-74
148121,20279,SF268,-74
148121,20279,U251,-74
9444,426756,SF539,-73
3690,2733525,SF295,-73
3690,126941,SF268,-73
72466,457193,SNB75,-73
135401907,2733525,U251,-73
135401907,5394,U251,-73
6239,36314,SNB75,-73
6239,77082,SF268,-73
3385,135413520,SF295,-73
426756,3902,SF268,-73
9887053,657237,U251,-73
9887053,667490,U251,-73
5746,457193,SF295,-73
2141,148124,SF268,-73
3657,6252,SNB75,-73
119182,454216,SNB75,-73
148124,60953,SF268,-73
3011155,241902,U251,-73
5311,457193,SF268,-73
60953,5394,SF268,-73
104741,9941095,U251,-73
2187,2662,SF295,-73
68740,657237,U251,-73
6442177,644241,U251,-73
9941095,3011155,SF539,-73
644241,3902,SNB75,-73
406563,5311,SF295,-73
2478,6252,SF295,-73
2478,5799,SF295,-73
29327,9444,SF295,-73
29327,20279,U251,-73
443939,20279,SF268,-72
443939,644241,U251,-72
6239,20279,SNB75,-72
6239,36314,U251,-72
6239,5394,SF268,-72
439693,4211,SF539,-72
5284616,5394,SF268,-72
4842,443939,SF295,-72
4842,5799,SNB75,-72
2907,5284616,SF295,-72
2907,104842,U251,-72
9887053,5799,SF268,-72
5746,126941,U251,-72
2141,4211,SF539,-72
3657,20279,SF295,-72
3657,148124,SF268,-72
4211,6442177,SF295,-72
60699,667490,SF539,-72
60699,5799,SF539,-72
60749,3902,U251,-72
60749,126941,SNB75,-72
6252,126941,SF539,-72
5311,9444,SF268,-72
2187,5284616,U251,-72
2187,5790,SF295,-72
68740,148124,SF539,-72
123596,657237,U251,-72
9941095,2733525,U251,-72
9941095,5311,U251,-72
644241,3657,SNB75,-72
644241,4211,SNB75,-72
5329102,3011155,SF539,-72
5352062,454216,SNB75,-72
29327,5394,SF295,-72
460612,3385,SNB75,-72
460612,45055483,SNB75,-72
9444,249332,SF539,-71
443939,5394,U251,-71
